"node_id","node_type","all_time_communities","slice_1650_1699","slice_1675_1724","slice_1700_1749","slice_1725_1774","slice_1750_1799","slice_1775_1824","slice_1800_1849","slice_1825_1874","slice_1850_1899","slice_1875_1924","publication_communities"
"107067","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107068","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,103,55,3,2"
"107069","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107070","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107071","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,2,8,0"
"107072","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107073","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107074","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107076","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107077","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107078","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1164,64,6"
"107079","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,2,8,5"
"107080","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107081","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107084","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107085","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,5,3,0"
"107086","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107087","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1154,127,54,0"
"107088","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107089","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107090","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107091","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107092","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107093","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,2,8,5"
"107094","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107096","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107097","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107098","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107099","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107100","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107101","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107102","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107103","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107104","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107105","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107106","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107107","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,5,3"
"107112","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107113","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,5,3,0"
"107114","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107115","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107116","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107117","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107118","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,8,5,2"
"107120","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107121","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,2,8,5"
"107122","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107123","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107124","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107125","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107126","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,5,3,0"
"107128","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107130","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"107131","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107135","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,5,3,0"
"107136","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107137","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107138","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,2,8,5"
"107139","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107140","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,118,70,5,3,7,125"
"107141","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107142","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107145","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107146","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107147","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107148","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107149","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,118,70,5,3,7,125"
"107150","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107151","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107152","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107153","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107157","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107158","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107159","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,5,3,0"
"107160","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107161","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107162","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1142,116,41,0"
"107163","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107164","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107166","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107167","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107168","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107169","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107170","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107171","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107172","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107173","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107174","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107175","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107176","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107177","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,41,16,0"
"107178","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107179","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107180","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107183","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107184","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107186","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107187","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107188","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107189","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107190","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107191","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107194","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107195","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107196","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107197","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107198","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107199","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107200","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107201","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107202","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,18,3,0"
"107203","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107204","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"107205","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107206","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107209","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107210","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107211","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107212","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,103,55,3,2"
"107213","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107214","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107216","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107217","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107218","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107219","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107220","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1165,65,7"
"107221","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107222","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107223","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1166,66,8"
"107224","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107225","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107229","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107230","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107231","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107232","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107233","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107234","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1165,65,7"
"107236","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107237","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107238","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107239","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107240","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1159,132,59,0"
"107241","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1167,67,9,126"
"107242","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107243","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1167,67,9,126"
"107244","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107245","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1168,68,10"
"107248","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,5,3,0"
"107249","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107250","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107251","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107252","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107253","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107254","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,5,3,0"
"107255","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107256","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107257","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107259","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107260","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107261","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107262","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,0,1,8"
"107263","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107264","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107265","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107266","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107267","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107268","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107269","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107270","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107271","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107272","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107273","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107274","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1167,67,9,126"
"107275","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,103,55,3,2"
"107276","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107280","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107281","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107282","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107283","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107284","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107285","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107286","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107287","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107288","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"107289","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107290","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107292","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107293","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,5,3,0"
"107294","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,57,21,0"
"107295","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107296","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107297","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1169,69,11"
"107298","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,103,55,3,2"
"107299","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107300","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107301","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1170,70,12"
"107302","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107305","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107306","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107307","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107308","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107309","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107310","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107311","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107312","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107313","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107314","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107315","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107318","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107319","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,103,55,3,2"
"107320","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107321","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107322","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107323","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107324","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107325","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107326","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107327","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107328","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107331","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107332","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107333","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107334","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107335","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107336","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"107337","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107338","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107339","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107340","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107343","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107344","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107345","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107346","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107347","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107348","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107349","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107350","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"107351","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107354","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171,0,13,127,542"
"107355","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107356","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171,0,13,127,542"
"107357","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107358","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171,0,13,127,542"
"107359","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107360","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1164,64,6"
"107361","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107362","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171,0,13,127,542"
"107364","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107365","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107366","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107367","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107368","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107369","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107370","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107371","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107372","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171,0,13,127,542"
"107373","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107374","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107375","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107376","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107377","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1172,71,14,128"
"107378","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107382","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107383","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107384","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107385","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107386","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107387","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107388","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107389","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107390","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107391","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107392","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107393","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107394","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107395","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171,0,13,127,542"
"107396","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"107397","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107398","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107399","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107400","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107402","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107403","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107404","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107405","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107406","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1168,68,10"
"107407","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107408","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1173,0,15,129"
"107409","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107410","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107411","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107412","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1168,68,10"
"107413","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107414","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107415","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107420","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107421","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
