"node_id","node_type","all_time_communities","slice_1650_1699","slice_1675_1724","slice_1700_1749","slice_1725_1774","slice_1750_1799","slice_1775_1824","slice_1800_1849","slice_1825_1874","slice_1850_1899","slice_1875_1924","publication_communities"
"rspl_1890_0014","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0015","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0016","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0017","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0018","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1890_0019","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8,3"
"rspl_1890_0020","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206,42,203"
"rspl_1890_0021","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1890_0022","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1890_0023","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1890_0024","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1890_0025","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1890_0026","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1890_0027","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379,0,89,355"
"rspl_1890_0028","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379,0,89,355"
"rspl_1890_0029","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379,0,89,355"
"rspl_1890_0030","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1890_0031","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,12"
"rspl_1890_0032","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"644,361,579"
"rspl_1890_0033","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347,1,53,346"
"rspl_1890_0034","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,0"
"rspl_1890_0035","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"376,37,86,0"
"rspl_1890_0036","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,12"
"rspl_1890_0037","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24,8,1"
"rspl_1890_0038","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1890_0039","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1890_0040","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,6"
"rspl_1890_0041","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,7"
"rspl_1890_0042","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1890_0043","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"614,330,549"
"rspl_1890_0044","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1890_0045","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"645,362,580"
"rspl_1890_0046","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1890_0047","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"646,363,581"
"rspl_1890_0048","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,188,349"
"rspl_1890_0049","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"619,335,554"
"rspl_1890_0050","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39,25,37"
"rspl_1890_0051","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"564,278,499"
"rspl_1890_0052","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,0,74,207"
"rspl_1890_0053","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1890_0054","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530,243,465"
"rspl_1890_0055","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530,243,465"
"rspl_1890_0056","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0057","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0058","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"580,294,515"
"rspl_1890_0059","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0060","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0061","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"647,364,582"
"rspl_1890_0062","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0063","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379,0,89,355"
"rspl_1890_0064","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"637,353,572"
"rspl_1890_0065","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12,11"
"rspl_1890_0066","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"648,365,583"
"rspl_1890_0067","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"649,366,584"
"rspl_1890_0068","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"650,367,585"
"rspl_1890_0069","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0070","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"358,65,347"
"rspl_1890_0071","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0072","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1890_0073","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0074","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0075","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,7"
"rspl_1890_0076","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1890_0077","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1890_0078","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1890_0079","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0080","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237,32,235"
"rspl_1890_0081","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"595,309,529"
"rspl_1890_0082","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"595,309,529"
"rspl_1890_0083","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1890_0084","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1890_0085","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1890_0086","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,188,349"
"rspl_1890_0087","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37,13,23"
"rspl_1890_0088","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"639,355,574"
"rspl_1890_0089","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"651,368,586"
"rspl_1890_0090","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,322"
"rspl_1890_0091","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"647,364,582"
"rspl_1890_0092","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1890_0093","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1890_0094","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,113"
"rspl_1890_0095","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"564,278,499"
"rspl_1890_0096","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14,40"
"rspl_1890_0097","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14,40"
"rspl_1890_0098","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"294,369,292"
"rspl_1890_0099","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,12"
"rspl_1890_0100","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1890_0101","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1890_0102","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0103","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1890_0104","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44,370,42"
"rspl_1890_0105","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1890_0106","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1890_0107","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379,0,89,355"
"rspl_1890_0108","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"652,371,587"
"rspl_1890_0109","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0110","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"653,372,588"
"rspl_1890_0111","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37,13,23"
"rspl_1890_0112","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1890_0113","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0114","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"555,269,490"
"rspl_1890_0115","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0116","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1890_0117","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"594,308,528"
"rspl_1890_0118","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0119","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"654,373,589"
"rspl_1890_0120","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"533,246,468"
"rspl_1890_0121","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"533,246,468"
"rspl_1890_0122","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1890_0123","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1890_0124","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"599,313,533"
"rspl_1890_0125","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"550,264,485"
"rspl_1890_0126","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,0,74,207"
"rspl_1890_0127","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"348,54,347"
"rspl_1890_0128","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0129","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0131","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0132","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0133","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0134","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0135","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0136","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0137","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0138","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0139","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0140","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0141","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0142","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0143","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0144","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0145","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0146","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0147","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0148","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0149","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0150","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0151","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0152","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0153","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0154","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0155","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0156","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1890_0157","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0001","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0002","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0003","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0004","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0005","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,0"
"rspl_1891_0006","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"653,372,588"
"rspl_1891_0007","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0008","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"652,371,587"
"rspl_1891_0009","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"348,57,347"
"rspl_1891_0010","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,19,65"
"rspl_1891_0011","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,19,65"
"rspl_1891_0012","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0013","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1891_0014","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39,25,37"
"rspl_1891_0015","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,19,65"
"rspl_1891_0016","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0017","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0018","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"502,215,437"
"rspl_1891_0019","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1891_0020","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0021","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0022","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"653,372,588"
"rspl_1891_0023","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"208,48,205"
"rspl_1891_0024","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0025","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,74,207"
"rspl_1891_0026","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0027","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,39,208"
"rspl_1891_0028","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,207"
"rspl_1891_0029","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"655,374,590"
"rspl_1891_0030","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1891_0031","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0032","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1891_0033","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0034","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,113"
"rspl_1891_0035","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"647,364,582"
"rspl_1891_0036","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1891_0037","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0038","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0039","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"654,373,589"
"rspl_1891_0040","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"599,313,533"
"rspl_1891_0041","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,252"
"rspl_1891_0042","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"656,375,591"
"rspl_1891_0043","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1891_0044","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0045","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"652,371,587"
"rspl_1891_0046","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8,3"
"rspl_1891_0047","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0048","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"533,246,468"
"rspl_1891_0049","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"595,309,529"
"rspl_1891_0050","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"657,376,592"
"rspl_1891_0051","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1891_0052","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0053","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8,17"
"rspl_1891_0054","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,6"
"rspl_1891_0055","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1891_0056","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"658,377,593"
"rspl_1891_0057","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"560,274,495"
"rspl_1891_0058","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27,10,349"
"rspl_1891_0059","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379,0,89,355"
"rspl_1891_0060","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"399,59,108,0"
"rspl_1891_0061","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237,32,235"
"rspl_1891_0062","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"647,364,582"
"rspl_1891_0063","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,48,207"
"rspl_1891_0064","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0065","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0066","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1891_0067","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0068","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0069","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0070","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0071","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0072","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0073","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0074","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0075","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0076","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0077","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0078","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0079","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0080","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0081","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1891_0082","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0001","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0002","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0003","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1892_0004","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217,35,215"
"rspl_1892_0005","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0006","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39,25,37"
"rspl_1892_0007","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,30"
"rspl_1892_0008","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"659,378,594"
"rspl_1892_0009","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"660,379,595"
"rspl_1892_0010","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0011","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,19,65"
"rspl_1892_0012","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,19,65"
"rspl_1892_0013","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,19,65"
"rspl_1892_0014","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89,27,88"
"rspl_1892_0015","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1892_0016","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229,46,227"
"rspl_1892_0017","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0018","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0019","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"661,380,596"
"rspl_1892_0020","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rspl_1892_0021","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0022","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0023","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"662,381,597"
"rspl_1892_0024","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"624,340,559"
"rspl_1892_0025","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0026","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24,8,1"
"rspl_1892_0027","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"490,203,425"
"rspl_1892_0028","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"358,65,347"
"rspl_1892_0029","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,12"
"rspl_1892_0030","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"423,86,133,367"
"rspl_1892_0031","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"663,382,598"
"rspl_1892_0032","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"524,237,459"
"rspl_1892_0033","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237,32,235"
"rspl_1892_0034","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"rspl_1892_0035","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210,37,208"
