id,type
J. LI. Williams,author
James Badenach,author
"E. Frankland Armstrong, Ph. D., D. Sc.",author
Henry Powle,author
"J. A. McClelland, F. R. S.",author
Frederick J. Evans,author
"Professor Sir T. Clifford Allbutt, K. C. B., F. R. S.",author
"Professor Owen, F. R. S. \amp;c.",author
"Sir A. W. R\#xFC;cker, F. R. S.",author
C. F. Schoenbein,author
"Dr. Wilks, F. R. S.",author
James Gray,author
William Pole,author
"Henry J. S. Sand, Ph. D., M. Sc.",author
"T. Gray, B. Sc., F. R. S. E.",author
Allen Moulin,author
"P. Griess, F. R. S.",author
"A. W. Reinold, M. A., F. R. S.",author
Professor Osborne Reynolds.,author
"Prof. A. B. Macallum, F. R. S.",author
William Kitchen Parker,author
Daniel Parat,author
John G. M\amp;apos;Kendrick,author
"George J. Burch, B. A. Oxon.",author
Monsieur de Gennes,author
"Professor Judd, F. R. S.",author
"Alexander J. Ellis, B. A., F. R. S.",author
James Parsons,author
William Dutton,author
"General Sir Edward Sabine, R. A., K. C. B., F. R. S.",author
"Sydney Ringer, M. D.",author
"J. J. R. Macleod, M. B.",author
Edward Lloyd,author
"Prof. E. W. Hobson, Sc. D., F. R. S.",author
P. Yorke,author
the Earl of Berkeley,author
"George H. F. Nuttall, M. A., M. D., Ph. D.",author
"Prof. Bayliss, F. R. S.",author
John Frere,author
"Lord Kelvin, P. R. S.",author
H. F. Baxter,author
Thomas McGinn,author
"Henry Woodward, LL. D., F. R. S.",author
"A. Cayley, F. R. S.",author
Tho. Molyneux,author
Joseph Priestley,author
"William Marcet, M. D. F. R. S.",author
A. C. B.,author
Henry Foster Baxter,author
"Captain F. P. Mackie,",author
William Spottiswoode,author
Anthony van Lewen-Hoek,author
Franklin Kidd,author
Professor Hans Meyer,author
"William Huggins, D. C. L., F. R. S.",author
"W. H. Young, Sc. D., F. R. S.",author
"W. E. Sumpner, D. Sc.",author
"G. E. Nicholls, B. Sc.",author
Thomas Andrew Knight,author
William James Smythe,author
"J. A. Kendall, F. I. C., F. C. S.",author
"P. V. Bevan, Sc. D.",author
Conradus-Hieronymus Senckenberg,author
Edward Smith,author
Captain Newbold,author
"C. Coleridge Farr, D. Sc., F. P. S. L.",author
John Storer,author
"W. H. Eccles, D. Sc., A. R. C. S.",author
George Pearson,author
George Jerusalem,author
Abbe de la Caille,author
J. Bevis,author
"J. T. Cunningham, M. A. Oxon",author
Claud. Amyand,author
"Leonard Hill, F. R. S. ",author
G. M. Seabroke.,author
E. Waymouth Reid,author
Father D&apos;Incarville,author
Phil. Miller,author
Benjamin Franklin,author
"H. Bury, B. A., F. L. S.",author
"E. Klein, M. D., F. R. S.",author
George Biddell Airy,author
"M. Foster, Sec. R. S.",author
S. Russell Wells,author
"W. W. C. Topley, M.B., M.R.C.P.",author
"Late Professor James Thomson, F. R. S.",author
"Professor W. Grylis Adams, F. R. S.",author
"A. M. Gossage, B. A., Oxon.",author
Antonio d&apos;Ulloa,author
J. A. De Souza,author
Alan A. Campbell Swinton,author
"Professor Perry, F. R. S.",author
William Stevenson,author
"Professor Wyndham Dunstan, F. R. S.",author
"Dr. Archibald Geikie, F. R. S.",author
"R. Norris Wolfenden, M. D. (Cantab.)",author
"John Allen Harker, D. Sc.",author
Vincent Bacon,author
"C. Gordon Douglas, B.M.",author
Dr. Molineux,author
"W. E. Wilson, D. Sc., F. R. S.",author
"Rudolf Beer, B.Sc., F. L. S.",author
"Francis Darwin, M. B.",author
"W. E. Ayrton, F. R. S.",author
"J. S. Edkins, M. A., M. B. Cantab.",author
Bate,author
"Sir Rubert Boyce, F. R. S.",author
"E. F. Bashford, M. D.",author
"George J. Burch, M. A., D. Sc. Oxon.; F. R. S.",author
"W. Odling, M. B., F. R. S.",author
"J. A. Ewing, B. Sc., F. R. S.",author
John Hawkins,author
"J. D. Hooker, P. R. S.",author
"Edward J. Bles, B. Sc. (Lond.)",author
"Latimer Clark, M. I. C. E.",author
"Dr. G. T. Beilby, F. R. S.",author
"Surgeon-Major F. de Chaumont, M. D. ",author
M. Daufresne,author
H. C. Englefield,author
Edward Ffrench Bromhead,author
Mons. Planman,author
"E. A. Newell Arber, M. A., F. L. S., F. G. S.",author
J. Lorimer,author
"A. W. Baird, Major R. E.",author
Benj. Cooke,author
"J. W. Mallet, Ph. D., M. D.",author
Monsieur Pecquet,author
"Francis Warner, M. D., F. R. C. P.",author
Right Reverend Richard,author
"P. Martin Duncan, M. B. Lond., F. R. S.",author
"M. C. Stopes, D. Sc.",author
"Frederick Daniel Chattaway, F. R. S.",author
"E. J. Mills, D. Sc., F. R. S.",author
"Prof. F. W. Oliver, F. R. S.",author
"Sir W. Thomson, Knt., LL., F. R. S.",author
Charles Hatchett,author
J. E. S. Moore,author
Claud. Nic. Le Cat,author
Philip Lord Viscount Royston,author
"Prof. Sir William Thomson, LL. D., F. R. S.",author
"C. Tomlinson, F. R. S.",author
Richard Smithson,author
Lieut.-Colonel Walker,author
"Robert Scharff, Ph. D., B. Sc.",author
"A. M. Willams, M. A., D.Sc.",author
"I. Lowthian Bell, F. R. S.",author
"Prof C. H. Lees, F. R. S.",author
"H. Spencer Jones, B. A., B. Sc.",author
"John Homans, M. D. Boston.",author
"J. Barcroft, F. R. S.",author
"E. J. Reed, C. B.",author
John-Frid. Weidler,author
Robert,author
"L. Bairstow, F. R. S. ",author
Arthur Compton,author
Dr. Willis,author
"Captain W. de W. Abney, C. B., R. E., F. R. S.",author
Dr. Hudson,author
"W. Bateson, F. R. S.",author
"J. Hopkinson, F. R. S.",author
Josiah Tucker,author
Lieut.-Colonel A. Mannheim,author
James Wood,author
"Walter Spencer, M. S., \amp;c.",author
John Paradise,author
"Professor M. Foster, M.D., Sec. R. S.",author
"John Willis Clark, M. A.,",author
William Hasledine Pepys,author
"Rev. H. F. C. Logan, LL. D.",author
"Ernst Blankenhorn, Ph. D.",author
Tho. Jones,author
"Professor T. G. Bonney, F. R. S.",author
G. F. O\#x2019;Dell,author
"Lord Rayleigh, F. R. S.",author
"Sir Joseph Fayrer, K.C.S.I., F. R. S.",author
Mr. D. P. Todd,author
"William Ramsay, Ph. D., F. R. S.",author
"Prof. William A. Bone, F. R. S.",author
"W. A. Herdman, D. Sc., F. R. S. ",author
"W. Geoffrey Duffield, D. Sc.",author
"G. Johnstone Stoney, M. A., Hon. D. Sc., F. R. S.",author
"Prof. Williamson, For. Sec. R. S.",author
"Professor E. H. Starling, F. R. S.",author
Simon Ross,author
"A. S. Eddington, F. R. S.",author
"Arthur Ransome, M. A., M. D.",author
C. T. Gimingham,author
"G. W. C. Kaye, D. Sc., B. A.",author
"Arthur Roope Hunt, M. A., F. G. S.",author
"J. W. Swan, F. R. S.",author
John Pearson,author
James Newton Heale,author
"Percy F. Frankland, Ph. D., B. Sc. (Lond.), F. R. S.",author
George Croghan,author
"Edger Schuster, D. Sc.",author
"Sir William Thomson, LL. D., F. R. S.",author
William Kirby Trimmer,author
W. H. Miller,author
Toyojiro Kato,author
"Ann Catherine Davies, M. Sc",author
"A. Vernon Harcourt, M.A., F. R. S.",author
"F. C. Penrose, M. A., F. R. S., F. R. I. B. A. \amp;c.",author
J. W.,author
G. H. D. ,author
W. Stukeley,author
Paul Bussiere,author
G. H. Darwin K. C. B. F. R. S.,author
Andrews Heinemann-Gruder,author
"Professor G. G. Stokes, LL. D., D. C. L., \amp;c., Sec. R. S.",author
J. Robertson,author
Monsieur Hevelius,author
Doctor Jackson,author
T. A. Henry.,author
"A. H. Church, M. A., F. R. S.",author
W. Heberden,author
"Charles Russ, M. B.",author
Christopher Pitt,author
"James Hammond, M. A. Cant.",author
Mr. Muys,author
Edward Troughton,author
"Sir W. Ramsay, K.C.B., F. R. S.",author
Wm. Bullock,author
W.B. Edwards,author
H. W. Taube,author
"J. B. Dawson, B. Sc.",author
"J. J. Fox, M. B. E., D. Sc.",author
"Charles H. Lees, D. Sc.",author
"M. P. Appleby, M. A., B. Sc. (Oxon)",author
Robert Veicht,author
Henry Baker,author
William Sharp,author
Geo. Munro,author
"Professor John W. Judd, C. B., LL. D., F. R. S., F. G. S.",author
"T. C. Porter, M. A.",author
"W. Percy Sladen, F. L. S., F. G. S.",author
"The Earl of Berkeley, F. R. S.",author
"Alex. McAulay, M. A.",author
"B. R. G. Russell, M. D.",author
Jas. Lochhead,author
"Lieut.-General R. Strachey, R. E., F. R. S.",author
Christopher Birbeck,author
"Professor D. J. Cunningham, F. R. S.",author
"James Stuart, Esq., M. A.",author
Professor G. Forbes,author
"A. G. Vernon-Harcourt, F. R. S.",author
"Angustus D. Waller, M. D., F. R. S.",author
"P. V. Bevan, M. A.",author
"H. C. Pocklington, M. A., D. Sc., F. R. S.",author
Octavian Pulleyn,author
William Burton,author
"R. Mallet, C. E.",author
"W. K. Clifford, M. A.",author
Conrad Sprengell,author
"Prof. G. Smith Elliot, F. R. S.",author
J. Macartney,author
J. O. West Wood,author
Hubert Airy,author
William Cruikshank,author
"E. W. Hobson, Sc.D., F. R. S.",author
"Rev. Samuel Haughton, M. D. Dublin, D. C. L. Oxon.",author
A. M. Worthington,author
"Professor G. B. Howes, LL. D., F. R. S.",author
Alexander Macalister,author
"Prof. J. Rose Bradford, Sec. R. S.",author
"W. F. Sheppard, Sc. D., LL. M.",author
Dr. Dobson,author
"Robert E Barnett, A. R. C. S.",author
"Prof. G. G. Stokes, D. C. L., P. R. S.",author
"A. W. Hofmann, LL. D., F. R. S.",author
"L. Silberstein, Ph. D.",author
"J. Burdon Sanderson, M. A., M. D., F. R. S.",author
Mr. Ray,author
Thomas Molyneux,author
"H. H. Jeffcott, B. A, B. A. I.",author
Mr. Leeuwenhoek,author
Mr. Atkinson,author
"Silvanus P. Thompson, D. Sc., F. R. S.",author
P. Souciet,author
"Dr. M. Foster, F. R. S.",author
John Nedham,author
Anthouy Van Leeuwenhoek,author
Jacob Lockhart Clarke,author
"Dr. Leonard Hill, F. R. S.",author
Sidney Russ,author
"Professor William Ramsay, F. R. S.",author
"F. Galton, F. R. S.",author
"E. M. Wellisch, M. A. (Sydney),",author
"Professor W. J. Sollas, F. R. S.",author
"Arthur Dendy, D. SC., F. R. S.",author
"J. Burdon Sanderson, F. R. S.",author
G. Van der Mensbrugghe.,author
"Colonel David Bruce, C. B., F. R. S.",author
M. Colepresse,author
Thomas Wilkinson King,author
"J. Mercer, M. A. (Cantab), D. Sc. (Liverpool).",author
"Thomas H. Huxley, F. R. S.",author
John Lukens,author
"Professor Sir William Thomson, LL. D., F. R. S.",author
"H. G. Seeley, F. R. S.",author
"Henry Woodward, LL. D., F. R. S., F. G. S., V. P. Z. S.",author
"Professor Allman, M. D., LL. D., F. R. S., P. L. S.",author
William Fairbairn,author
Willem Van Hazen,author
"Major P. A. MacMahon, R. A., D. Sc., LL. D., F. R. S.",author
"Walter S. Lazarus-Barlow, M. D., M. R. C. P.",author
"F. A. Abel, C. B., F. R. S., V. P. C. S., \amp;c., \amp;c.",author
Monsieur Gaillard,author
Hugh Chudleigh Standert,author
G. H. Fielding,author
"Alexander G. R. Foulerton, F. R. C. S.",author
Dr. Viktor von Lang,author
"J. W. Spencer, Ph. D.",author
"J. Reynolds Green, M. A., B. Sc.",author
"A. G. Greenhill, F. R. S.",author
"Sir W. Bowman, Bart., F. R. S.",author
"E. J. Collins, M. A. (Cantab.), B. Sc. (Lond.).",author
"Dr. Ludwig Mond, F. R. S.",author
"Professor M. Foster, Sec. R. S.",author
"Prof. C. J. Martin, F. R. S.",author
"R. H. Lock, M. A.",author
"Major P. A. MacMahon, F. R. S., etc.",author
Brice Bronwin,author
H. F. Newall,author
Robert Clarke,author
"T. W. Bridge, B. A.",author
"Bertram Hopkinson, M. A.",author
Robert Dingley,author
"F. E. Baxandall, A. R. C. S.",author
John Perry ,author
Robert Porrett,author
"Professor Horace Lamb, F. R. S.",author
Edmund Davy,author
W. Brennand,author
"Dr. Gladstone, F. R. S.",author
George Wilson,author
"G. F. Rodwell, F. R. A. S., F. C. S.",author
Charles H. Gimingham,author
F. W. Mott,author
Thomas Hope,author
Colin Mc Laurin,author
John Mudge,author
Mr. Simson,author
"General J. T. Walker, R. E., F. R. S.",author
"J. Dewar, M. A. F. R. S.",author
"Joseph Prestwich, F. R. S., F. G. S., \amp;c.",author
Hans Sloane,author
Jonas Dryander,author
John Thomas Cooper,author
Stephen De Visme,author
Wm. Borlace,author
Mr. Bonnet,author
Robert Tailor,author
"Percy F. Frankland, Ph. D., B. Sc., F. I. C., F. C. S.",author
"Prof. Huxley, Sec. R. S., \amp;c.",author
C. A. Edwards,author
"R. H. Scott, M. A., F. R. S.",author
Samuel Mead,author
John Caverhill,author
"A. Smith Woodward, F. R. S.",author
Daniel Giles,author
Dr. Tonge,author
"A. Alcock, M. B., Surgeon, I. M. S.",author
J. F. M. R.,author
Theatro Seldonio,author
"J. A. MacWilliam, F. R. S.",author
P. S.,author
Richard Pultney,author
"H. E. Roaf, D. Sc. Liverpool, M. D. Toronto.",author
Thomas Barber,author
E. Wilson.,author
William Hopkins,author
T. A. Webster.,author
"G. J. Stoney, M. A., F. R. S",author
"Prof. J. Cleland, F. R. S.",author
"Alfred Baring Garrod, M. D., F. R. S.",author
"J. S. Townsend, F. R. S.",author
Alfred Gibbs Bourne,author
Wm. Borlase,author
Andr. Celsius,author
"S. Marsh, B. Sc., Ph. D.",author
Fred. Chambers,author
Charles White,author
"Alexander J. Ellis, F. R. S., F. C. P. S., F. S. A ., \amp;c.",author
"Major-General Festing, R. E., F. R. S.",author
M. Kropalschek,author
"Thomas P. Blunt, M. A., Oxon",author
R. W. Haig,author
Edmund B. Wilson,author
William Lassell,author
A. R. Clarke,author
" W. T. Thiselton Dyer, F. R. S",author
F. Gowland Hopkins,author
D. Klinkenberg,author
"Lord Rayleigh, P. R. S.",author
"D. H. Scott, For. Sec. R. S.",author
Moritz von Bose,author
Ambrose Godfrey Hankewitz,author
Capt. Newbold,author
William Thompson,author
Dr. W. G. Ridewood,author
J. H. Mackie,author
"Prof. A. Schuster, Sec. R. S",author
"A. F. Dufton, B. A.",author
"J. S. Haldane, M. A., M. B., University College",author
"Colonel Bruce, F. R. S.",author
"G. Johnstone Stoney, F. R. S.",author
"W. H. Bragg, M. A., F. R. S.",author
J. C. Maxwell Garnett,author
John Christian Bowring,author
Robert Moray,author
"F. F. Blackman, B. Sc., B. A.",author
"William Huggins, D. C. L., LL. D., F. R. S.",author
"W. Chandler Roberts-Austen, F. R. S.",author
"Professor E. Rutherford, F. R. S.",author
"C. T. R. Wilson, F. R. S.",author
P. A. Secchi,author
"Gilbert D. West, B. Sc.",author
Mr. Bird,author
J. P. Gassiot,author
Signor C. Matteucci,author
James Bate,author
F. W. Beechey,author
"J. E. S. Moore, A. R. C. S., F. L. S.",author
P. M. Duncan,author
James Jago,author
"John Buchanan, B. Sc.",author
J. Gwyn Jeffreys,author
"W. B. Hardy, F. R. S. ",author
"R. Threlfall, B. A.",author
A. Leevvenhoeck,author
"Herbert Tomlinson, B. A. ",author
"Charles E. Fawsitt, D. Sc., Ph. D.",author
Clanbrassil,author
Arthur H. Church,author
" W. Bateson, F. R. S",author
"A. J. Ewart, D. Sc. Lond.",author
"T. Martin Lowry, F. R. S.",author
"Sir Arthur W. R\#xFC;cker, F. R. S.",author
"Sir John Burdon Sanderson, Bart, F. R. S.",author
"G. Busk, V. P. R. S.",author
Edward Poore,author
"C. R. A. Wright, D. S c. ",author
J. C. Graham.,author
Carl Langer,author
"K. Mackenzie, M. B., Ch. B.",author
Christian Hugens de Zulichem,author
Captain Fourneaux,author
Mr Lafage,author
Petrus Camper,author
"Charles Davison, M. A.",author
"W. S. Savory, F. R. S.",author
Dr. Kerkringius,author
"J. Aitken, F. R. S.",author
President of the Linnean Society,author
Mr. Birch,author
Everard Home,author
"T. R. Merton, D. Sc.",author
J. E. Petavel,author
"Colonel David Bruce, R. A. M. C., F. R. S.",author
"F. E. Smith, A. R. C. Sc.",author
Joseph Correa de Serra,author
"Sir William Crookes, D. Sc., LL. D., For Sec. R. S.",author
"Professor Sydney J. Hickson, F. R. S.",author
T. Melvil,author
"E. W. Macbride, B. A.",author
J. H. Gladstone,author
"Hubert Sutton Patterson, B. Sc.",author
Will. Chesselden,author
"W. T. Thiselton Dyer, C. M. G., M. A., F. R. S.",author
V. H. Winson,author
Cresswell Shearer,author
"Charles Tomlinson, F. R. S.",author
"Vincent J. Blyth, M. A.",author
Charles Miller,author
C. Cuthbeetson,author
Richard Threlfall,author
"Major A. E. Hamerton, D. S. O., R. A. M. C.",author
Warren de la Rue,author
"Chas. W. Andrews, D.Sc., F. R. S.",author
"H. Marshall Ward, M. A., F. L. S.",author
"J. J. Lister, M. A., F. R. S.",author
John Frederic Daniell,author
"Sir J. Henry Gilbert, LL. D., Sc. D., F. R. S.",author
"E. Walter Maunder, F. R. A. S.",author
Isaac Tzetzes,author
J. Clerk Maxwell,author
Mr. Murdock,author
"Robert Lee, M. D., F. R. S.",author
"Leonard Doncaster, B. A.",author
George Shuckburgh,author
"Dawson Williams, M. D.",author
"L. N. G. Filon, M. A., B. Sc.",author
"Major P. A. MacMahon, R. A., D. Sc., F. R. S.",author
"Professor Victor Horsley, B. S., F. R. S.",author
Henry Hennessy,author
"Dr. J. A. Ewing, C. B., F. R. S.",author
"E. Ray Lankester, M. A., D. Sc., LL. D., F. R. S.",author
Richard L. Maddox,author
"Prof. W. Bulloch, F. R. S.",author
"Prof. W. J. Sollas, F. R. S.",author
Hugh C. Ross,author
"J. Howard Mummery, D.Sc. (Hon.), Penn., M.R.C.S. ",author
Mr. Cavendish,author
Mr. Watson,author
A. M. Waller,author
William Hudson,author
"Leonard Rogers, M. D., F. R. C. P., F. R. C. S., B. S.",author
"Leonard Bairstow, F. R. S., C. B. E.",author
"Arnold T. Watson, F. L. S.",author
Benjamin C. Brodie,author
"M. Haaland, M. D.",author
"T. Wrightson, M. P.",author
Fred. Slare,author
W. E. Wilson,author
"E. W. Creak, Captain R. N., F. R. S.",author
George Anson,author
Henry C. Englefield,author
"T. G. Brodie, M. D. ",author
Gustav Bischof,author
"Prof. Burdon Sanderson, F. R. S.",author
"Sir Andrew Noble, Bart., K. C. B., D. Sc. (Oxon.), D. C. L., F. R. S.",author
Stuckey Simon,author
Lord Beauchamp,author
James Stewart Mackenzie,author
"Ernest Wilson, M. Inst. C. E., M. I. E. E.",author
W. J. Macquorn Rankine,author
"Horace T. Brown, F. R. S., LL. D.",author
John Wright,author
Roger Curtis,author
Williard E. Case,author
E. W. M.,author
"G. T. Walker, B. A., B. Sc.",author
Charlotte Angas Scott,author
Hugh Williamson,author
"Sir James Dewar, M. A., LL. D., Sc. D., F. R. S.",author
"Harold Wager, F. R. S.",author
"A. Milnes Marshall, B. A., B. Sc.",author
"A. E. H. Love, M. A.",author
H. S. H. The Prince Albert I of Monaco,author
Ralph Thoresbv,author
"Vice-Admiral E. Ommanney, C. B., F. R. S.",author
"D. M. S. Watson, M. Sc.",author
"Capt. Abney, R. E., F. R. S.",author
"Lord Rayleigh, M. A., D. C. L., Sec. R. S.",author
David Hosack,author
Mr. Verelst,author
"James E. H. Sawyer, M. A., M. D. (Oxon.), M. R. C. P.",author
"J. E. H. Gordon, M. S. T. E.",author
G. C. Eimmart,author
Dr.Fabritius,author
"Prof. Sir J. Larmor, Sec. R. S.",author
"Wildman Whitehouse, Esq.",author
J. Ivory,author
"Arthur Compton, M. B., D. Sc. (N. U. I.)",author
Duke of Sussex,author
"Professor Frankland, D. C. L., F. R. S.",author
W. B. Carpenter,author
"E. S. Carmichael, M. B., F. R. C. S. E.",author
"Professor Norris, M. D.",author
"S. Brodetsky, M. A., Ph. D.",author
Mons. Bonnet,author
Egerton Charles Grey,author
Benjamin Gibson,author
Capt. South,author
"H. Thirkill, M. A.",author
"Frederic Keeble, Sc. D.",author
"J. J. Nolan, M. A., D. Sc.",author
"R. W. Wood, For. Mem. R. S.",author
J. F. Davis,author
Peter Davall,author
Dionysius Lardner,author
"J. Reynolds Green, Sc. D., M. A.",author
Hubert S. Patterson,author
John Clerk,author
J. Logan,author
J. Cookson,author
"Professor J. W. Gregory, D. Sc.",author
"J, A. Broun, F. R. S.",author
Francis Lydall,author
"R. H. Elliot, M. B., B. S. Lond., F. R. C. S. Eng., D. P. H. Camb., etc.",author
C. Spence Bate,author
"Prof. T. Mather, F. R. S.",author
"Geo. P. Mudge, A. R. C. Sc. Lond, F. Z. S.",author
Cadwallader Colden,author
W. Holbrooke,author
H. W. Dawson,author
F. Mallet,author
W. F. H. Blandford,author
Lord Paisley,author
"Gerald F. Yeo, M. D. ",author
"Philip Henry Gosse, F. R. S.",author
"Gerald F. Yeo, F. R. S.",author
"E. Graham, B.Sc.",author
"Sir Norman Lockyer, K. C. B., LL. D., F. R. S.",author
"W. A. Tilden, D. Sc., F. R. S.",author
Benj Gibson,author
"Urban Pritchard, M. D., F. R. C. S.",author
R. H. M. Bosanquet,author
F. H. Neville,author
H. de R. Morgan,author
"Nusserwangi F. Surveyor, M. D., M. R. C. P.",author
"Charles David, M. A.",author
"Henry F. Blanford, F. R. S.",author
John Clarke,author
Edward Baynard,author
"F. Donaldson, Jr., A. B.",author
W. N. Parker,author
"J. Norman Lockyer, F. R. S.",author
"Alfred J. Ewart, D. Sc., Ph. D.",author
"Alfred Sanders, M. R. C. S.",author
" Professor H. L. Callendar, F. R. S.",author
"W. B. Warrington, M. D., M. R. C. P.",author
A. E. S. ,author
"E. Cunningham, M. A.",author
Francis Vernons,author
"Jame A. Gunn, M. A., B. Sc., M. D.",author
"J. R. Hannay, F. R. S. E., F. C. S.",author
C. Babbage,author
W. A. T.,author
"Ch. S. Sherrington, M. A., M. B., \amp;c.",author
Robert Southwell,author
Hon. John,author
"J. J. Lister, M. A.",author
"Charles E. Beevor, M. D., F. R. C. P.",author
Alexander Dalrymple,author
"George H. Darwin, M. A.",author
"Prof. N. Langley, F. R. S.",author
H. M. Jenkins,author
"T. Jeffery Parker, B. Sc. Lond., C. M. Z. S.",author
"G. M. Minchin, M. A.",author
"W. H. Pendlebury, B. A.",author
"Harold B. Dixon, M. A., F. R. S.",author
"T. S. Humpidge Ph. D., B. Sc.",author
James Lind,author
Miss Alice Lee,author
"F. J. Selby, M. A.",author
Ashutosh Dey,author
"G. M. Whipple, B. Sc.",author
Robert Smith,author
"W. G. Ridewood, D. Sc., F. L. S.",author
"Joseph Tillie, M. D., F. R. S. E.",author
"W. B. Carpenter, M. D., LL. D., F. R. S.",author
"Sir. G. Gabriel Stokes, Bart.",author
"Sir William Huggins, K. C. B., O. M., F. R. S.",author
C. I. Forsyth Major.,author
"Lieutenant A. C. H. Gray, R. A. M. C.",author
David Brewster,author
"Frederick Keeble, Sc. D., F. R. S.",author
J. T Desaguliers,author
"Professor J. Burdon Sanderson, F. R. S.",author
"Hugo Muller, Ph. D., F. R. S.",author
"Sir Henry E. Roscoe, F. R. S., D. C. L., LL. D.",author
"F. Le Gros Clark, F. R. C. S.",author
"Oliver J. Lodge, F. R. S.",author
"R. Bowdler Sharpe, F. L. S., F. Z. S., \amp;c.",author
W. E. Bullock,author
Wm. Robert Grove,author
"General Walker, C. B., F. R. S., L. L. D.",author
"F. W. Aston, B. A., B. Sc., A. I. C.",author
O. W. Griffith,author
John Huxham,author
M. Vial de Clairbois,author
Hevelius,author
"S. H. Burbury, F. R. S.",author
" Prof. Sir J. J. Thomson, F. R .S.",author
Charles Frederick,author
"Ernest W. Brown, F. R. S.",author
Philip Francis Everitt,author
Robert Boyle,author
Rev. W. H. Dallinger,author
Henry Lord Brougham,author
"A. W. R\#xFC;cker, M. A., F. R. S.",author
Starkey Myddleton,author
"John Burke, M. A.",author
"Orme Masson, D. Sc., F. R. S.",author
"Walter Makower, B.Sc",author
"Walter Rosenhain, B. A. (Cantab.), B. C. E. (Melbourne).",author
"H. R. A. Mallock, F. R. S.",author
"K. R. Lewin, B. A.",author
Samuel Jenkins,author
"Francis Gotch, M. A. Oxon., B. A., B. Sc. ",author
Mr. Badcock,author
J. T. Cooper,author
"Percy F. Frankland, Ph. D., B. Sc., F. C. S., Assoc. R. Sch. Mines",author
Caroline Herschel,author
Ja. Parsons,author
"Prof. J. P. Hill, F. R. S.",author
George Atwood,author
"J. Joly, Sc. D., F. R. S.",author
Maxwell Simpson,author
"Dr. L. Hill, F. R. S.",author
William Henly,author
Thomas Henry Huxley,author
"Sir J. Fayrer, M. D., K. C. S. I.",author
T. Sympson,author
J. A. Craw,author
Abbe De la Caille,author
"E. C. Edgar, D. Sc.",author
"W. R. Gowers, M. D.",author
E. T. Mills,author
"John Morrow, M. Sc. (Vict.)",author
"J. N. Collie, Ph. D., F. R. S. E.",author
S. H. Collins,author
"Prof. J. G. McKendrick, F. R. S.",author
"Francis Gotch, M. A. Oxon., B. A., B. Sc.",author
Signor Cassini,author
"Prof. A. Schuster, Sec. R. S.",author
Richard Lower,author
"H. Marshall Ward, M. A., F. R. S., F. L. S.",author
Professor Ed. Grube,author
Julius Roberts,author
"C. S. Tomes, F. R. S.",author
Mr. Dixon,author
Robert Houstoun,author
Benjamin Vulliamy,author
"Sir G. Greenhill, F. R. S.",author
Monsieur Leewenhoecks,author
Seymour Hadwen,author
"H. Marshall Ward, D. Sc., F. R. S.",author
William Johnson,author
"William Turner, M. B. Lond., F. R. S.",author
"A. E. Donkin, M. A., F. R. A. S.",author
P. V. Bevan,author
Thomas Glover,author
"The Lord Kelvin, Pres. R. S.",author
"Wyndham R. Dunstan, M. A., F. R. S.",author
D. Darwin,author
John Dickinson,author
"Alexander J. Ellis, B. A., F. R. S., F. S. A., F. C. P. S., F. C. P.",author
William Pengelly,author
"H. K. Andekson, M. D.",author
Richard Waring,author
Mr. Stackhouse,author
"Victor Horsley, F. R. S.",author
Doctor Haygarth,author
"J. A. Gardner, M. A.",author
William Allen Miller,author
"Robert Kidston, F. R. S. L. and E., F. G. S.",author
Dr. Smith,author
Hermann De Schlagintweit,author
"E. G. J. Hartley, B. A. (Oxon)",author
" E. S. Goodrich, F. R. S.",author
"Professor Stokes, Sec. Roy. Soc.",author
"Shelford Bidwell, M. A., F. R. S.",author
"Professor George F. Fitzgerald, M. A., F. R. S.",author
C. V. Boys,author
B. Bevan,author
Gideon Mantell,author
"Joseph Prestwich, F. R. S., F. G. S.",author
Monsieur le Monnier,author
Granvile Wheler,author
David-Erskine Baker,author
Frederick Tiedemann,author
Isaac Newton,author
"H. H. Turner, D. Sc., F. R. S.",author
"O. U. Vonwiller, B. Sc.",author
"W. E. Slater, B. Sc.",author
"A. H. Garrod, B. A.",author
R. E. Raspe,author
"H. G. J. Moseley, B. A.",author
Alex Mackenzie,author
"G. W. Royston-Pigott, M. A., M. D. Cantab., F. R. S., F. R. A. S., F. C. P. S.",author
"Professor Arthur W. R\#xFC;cker, M. A., F. R. S.",author
Richard Mc Causland,author
"C. Spence Bate, F. R. S.",author
Thomas Huxley,author
P. C. Sutherland,author
P. T. Herring,author
"M. Foster, M. A., M. D., LL. D.",author
Dr. Harvey,author
"Professor H. A. Wilson, D. Sc., F. R. S.",author
"C. Chree, M. A.",author
Duke of Richmond,author
"W. Ramsay, Ph. D., LL. D. F. R. S.",author
"Hubert Airy, M. A., M. D.",author
Rob. Conny,author
"Rev. T. R. Robinson, D. D., F. R. S., \amp;c.",author
Captain Blakiston,author
"W. R. Cooper, M. A., B. Sc.",author
Griff Hatley,author
"H. G. Plimmer, F. L. S.",author
J. T. Bottomley,author
James Wallace,author
Thomas Hornsby,author
William Henry Flower,author
C. J. Hargreave,author
Ralph Thoresby,author
Robert Lucas,author
"F. W. Dyson, M. A., Sec. R. A. S.",author
W. W. C.,author
"R. W. K. Edwards, M. A.",author
"W. Bateson, M. A., F. R. S.",author
