id,type
"Humphrey Owen Jones, M. A., D. Sc.",author
"Professor Gotch, F. R. S.",author
Peter M. Roget,author
"Professor F. T. Trouton, F. R. S.",author
A. Dupr\#xE9;. ,author
Emil Hatschek,author
"Sir Norman Lockyer, K. C. B., F. R. S.",author
"George Stanley Walpole, B. Sc. (Melbourne).",author
"J. Hopkinson, D. Sc. M. A.",author
"Thos Andrews, F. R. SS. L. and E., M. Inst. C. E.",author
A. Stroh,author
"Alex. Brown, M. B., B. Sc., M. A.",author
"T. Goodey, M. Sc. (Birm.)",author
Sig. Cassini,author
Charles Tomlinson,author
Richard Stafford Cripps,author
Allen Moulen,author
"J. H. Hyde, A. M. Inst. C. E., A. M. I. Mech. E.",author
Rev. S. J. Perry.,author
"Meyer Wilderman, Ph. D., B. Sc. (Oxon.)",author
W. Sherard,author
"Dr. A. D. Waller, F. R. S.",author
Robert Roche,author
W. Mazeas,author
"Commander L. Chetwynd, R. N.",author
"Lord Rayleigh, Sec. R. S.",author
"G. D. Liveing, M. A., F. R. S.",author
"Fred. V. Theobald, M. A., F. E. S.",author
"Eleanor M. Reid, B. Sc.",author
Prince of Cassano,author
"George Rolleston, F. R. S.",author
"Francis Galton, D. C. L., Sc. D., F. R. S.",author
Geo. Hadley,author
Dr. Morton,author
"Professor James Thomson, LL. D., D. Sc., F. R. S.",author
"Charles Bolton, M. D., B. Sc., M. R. C. P.",author
William John Hay,author
"Prof. W. N. Harley, F. R. S.",author
Thomas Wright,author
"J. Emerson Reynolds, M. D., Sc.D., F. R. S.",author
W. Chandler Roberts,author
"Sir William Thomson, F. R. S",author
Morris Tonge,author
A. Dupre,author
"Walter Noel Hartley, D. Sc., F. R. S.",author
"Marcus Hartog, M. A., D. Sc., F. R. U. I.",author
"Dr. Tyndall, F. R. S.",author
"Sir W. T. Thiselton Dyer, K. C. M. G., C. I. E., F. R. S.",author
"Charles E. Beevor, M. D., M. R. C. P.",author
"Sir G. Gabriel Stokes, Bart., F. R. S.",author
N. M. Ferrers,author
"G. H. Grosvenor, B. A.",author
"A. W. Porter, B. Sc., F. R. S.",author
Anthony van Leeuwenkoek,author
"Professor Burdon Sanderson, F. R. S.",author
"Wyndham R. Dunstan, M. A.",author
Charles A. Ballance,author
"W. Marcet, M. D., F. R. S.",author
Charles Darwin,author
H. W. Harvey,author
"Colonel Festing, R. E.",author
Lovell Reeve,author
Mayo,author
"J. A. Fleming, M. A., D. Sc. F. R. S.",author
Dan. Lysons,author
A. Le Sueur,author
T. S. Van\#x11B;\#x10D;ek,author
"T. E. Thorpe, F. R. S. E.,",author
"A. A. Common, F. R. S.",author
J. J. Smith,author
"Professor W. Ramsay, Ph. D., F. R. S.",author
Miss Muriel Robertson,author
Dr. Schl\#xE4;ffle,author
"Edward Matthey, F. C. S.",author
"William E. Wilson, M. R. I. A.",author
"Sir George Biddell, Airy, K. C. B., P. R. S.",author
The Earl of Berkeley,author
C. M.,author
"Prof. A. R. Forsyth, F. R. S.",author
Sam Threapland,author
Demonville,author
"T. R. Merton, F. R. S.",author
"Prof. J. Clerk Maxwell, F. R. S.",author
Lieut.-Colonel Sykes,author
"Henry Clarke, L. R. C. P. Lond.",author
Lieutenant General Melville,author
Martyn Lister,author
"Professor Burdon Sanderson, M. D., F. R. S.",author
"Professor W. E. Ayrton, F. R. S.",author
"W. J. Harrison, B. A.",author
"H. A. Wilson, D. Sc., F. R. S.",author
Signor Carlo Matteucci,author
John Howard,author
"S. Judd Lewis, D. Sc. (T\#xFC;bingen), B. Sc. (London), F. I. C.",author
Lisle,author
"Sir J. William Dawson, F. R. S.",author
A. O. Des Cloizeaux.,author
Sir William Ramsay F. R. S.,author
Alfred J. Hipkins (of John Broadwood and Sons),author
John Lewis,author
Rev. P. J. Kirkby,author
"Walter S. Lazarus-Barlow, M. B., M. R. C. P.",author
William Stukeley,author
Matthew Simson,author
"E. W. Ainley Walker, M. A., D. M.,",author
John Henry Wintler,author
Regnerus de Grieff,author
B. D. Steele D. Sc.,author
Dr. H. Kronecker,author
"P. Phillips, D. Sc.",author
"F. H. A. Marshall, M. A., D. Sc.",author
J. C. Chapman.,author
"Prof. Harold B. Dixon, F. R. S.",author
"F. O. Bower, Sc. D ., F. R. S.",author
Edward Horton,author
"E. J. Stone, F. R. S.",author
"E. W. MacBride, D. Sc., F. R. S.",author
F. Chambers.,author
"T. R. Lyle, M. A., Sc. D., F. R. S.",author
John Call,author
G. C. Frankland,author
"Prof. G. F. Fitzgerald, F. R. S.",author
Mr. Gascoigne,author
"Professor Fleeming Jenkin, F. R. S.",author
"F. W. Twort, M. R. C. S., L. R. C. P. Lond.",author
Miss Elizabeth Dale,author
W. Hirst,author
"H. H. Turner, B. A.",author
"Henry Woodward, LL.D., F. R. S., F. G. S.",author
Mr. Lister,author
"Professor T. H. Huxley, LL. D., Sec. R. S.",author
"H. N. Moseley, M. A.",author
"Professor G. G. Stokes, D. C. L., P. R. S.",author
"F. W. Twort, M. R. C. S., L. R. C. P.",author
Professor Charles Jasper Joly,author
Dr. F. Medigreceanu (Bucharest),author
"J. R. Airey, M. A., D. Sc.",author
Robert Whytlaw-Gray,author
Sydney J. Hickson. F. R. S.,author
"E. Ristori, Ass. M. Inst. C. E., F. R. A. S.",author
Senhor Da Silveira,author
"T. E. Thorpe, C. B., LL. D., F. R. S.",author
E. Frankland,author
T. L. Phipson,author
"Prof. Frankland, D. C. L., F. R. S.",author
"Major-General Strachey, R. E.",author
"C. T. R. Wilson, B. Sc. (Vict.), B. A. (Cantab.)",author
Mr. Boyle,author
William Whiston,author
W. R.,author
"W. M. Bayliss, B. A., B. Sc.",author
Richard Pickersgill,author
"Professor Moseley, F. R. S.",author
Dr. Sprengell,author
Richard Hopton,author
"John Tomes, F. R. S.",author
Edward Wright,author
Nathaniel Pigott,author
Richard Graham,author
William Musgrave,author
Francis Nevile,author
H. Charlton Bastian,author
Augustus W. Hofmann,author
"T. K. Chinmayanandam, M. A. (Hons.)",author
"Sir William Ramsay, K. C. B.",author
"Thomas Anderson Henry, D. Sc. (Lond.)",author
"A. W. Reinold, M. A",author
Wilfred Rowell,author
Frederick Slare,author
Robert Moon,author
Wm. Jackson,author
P. A. Hansen,author
"Col. J. T. Smith, F. R. S.",author
Wm. Cook,author
W. G. Horner,author
Lewis T. Wright,author
"E. Cresswell Baber, M. B. Lond.",author
Edward Digges,author
Samuel Solly,author
Richard Guy,author
"J. W. Nicholson, M. A., D. Sc., F. R. S.",author
"Walter Noel Hartley, F. R. S. E., F. C. S.",author
"Professor Francis Gotch, M. A., D. Sc., F. R. S.",author
Mr. Walker,author
M. G. Sykes,author
J. Chr. Facio Duillier,author
"C. R. Alder Wright, D. Sc., F. R. S.",author
George J. Burch.,author
"Captain Noble, C. B., F. R. S., \amp;c.",author
"A. Ll. Hughes, M. Sc., B. A.",author
W. Esson,author
"W. Bateson,\#xA0;F. R. S.",author
"Arthur A. Rambaut, M. A., D. Sc.",author
Thomas Andrews,author
"R. Rossi, B. Sc.",author
T. A. Hirst,author
"W. C. Williamson, F. R. S.",author
Francis Robartes,author
"Prof. W. H. Bragg, C. B. E., F. R. S.",author
"Henry Hennessy, F. R. S.",author
William Roy,author
"Dr. Brown S\#xE9;quard, F. R. S.",author
"C. S. Roy, M. D., F. R. S.",author
Joseph Henry Gilbert,author
"C. C. Pode, M. B.",author
"Dr. Billing, F. R. S.",author
"J. J. THomson, M. A., F. R. S.",author
Mr. Greatrix,author
Hermann Kopp,author
John Grover,author
"John H. Grindley, B. Sc.",author
"William Preece, K. C. B., F. R. S.",author
Richard Pulteney,author
Charles Bonnet,author
"T. P. Anderson Stuart, M. D.",author
"Sir E. Rutherford, F. R. S.",author
Professor Euler,author
"Francis Galton, F. R. S.",author
"Professor C. S. Roy, F. R. S.",author
G. H. Darwin.,author
Landeck,author
"By Prof. Wyville Thomson, F. R. S.",author
"Captain W. de W. Abney, C. B., D. C. L., F. R. S.",author
"A. J. Ewart, D. Sc., Ph. D., F. L. S.",author
H. L. Porter,author
"William Odling, M. B., F. R. S.",author
"C. Thompson, F. I. C., F. C. S.",author
Mr. Bayes,author
Robert Symmer,author
A. Cohen,author
"Miss I. F. Homfray, D. Sc.",author
E. P. Culverwell.,author
W. Tenon,author
Henry Gray,author
"Magnus Maclean, M. A., D. Sc.",author
"Arthur Gamgee, M. D., F. R. C. P., F. R. S., Hon. LL. D. Edin.",author
Samuel Bowdich,author
Mr. Thomlinson,author
"A. W. Mayo Robson, F. R. C. S.",author
Tho. Steward,author
William Gostling,author
"W. B. Carpenter, M. D., LL. D, F. R. S.",author
"Sir Henry A. Miers, F. R. S.",author
"Benjamin Moore, F. R. S. ",author
W. A. Cadell,author
R. M. ,author
"Colonel Sir D. Bruce, C. B., F. R. S.",author
"E. C. C. Baly, A. I. C.",author
"Allen Thomson, F. R. S.",author
"J. J. H. Teall, F. R. S.",author
Anthony van Lewuenhoeck,author
Richard Watson,author
Thomas Stevenson,author
Fr. Triewald,author
"Sir J. Larmor, Sec. R. S.",author
"Orme Masson, D .Sc., F. R. S.",author
"J. Burdon Sanderson, M. D. F. R. S.",author
John Zephaniah Holwel,author
"W. G. Evans, B. Sc.",author
Governor Belcher,author
Thomas Lord,author
Agnes Fry,author
H. S. Hele Shaw.,author
Peter Templeman,author
"T. Martin Lowry, D. Sc.",author
"G. Marconi, LL. D., D. Sc.",author
General Sabine,author
N. Grew,author
R. W. Woollcombe,author
Peter Le Neve,author
"Sir John Burdon Sanderson, Bart., F. R. S.",author
Thomas Luffkin,author
John Evelyn,author
"H. A. Daynes, M. Sc.",author
"J. H. Poynthing, F. R. S.",author
"W. De La Rue, F. R. S.",author
John Still Winthrop,author
John Stevenson,author
Thomas Stamford Raffles,author
"G. I. Taylor, M. A.",author
"Lawson Tait, F. R. C. S. \amp;c.",author
"Prof. G. C. Bourne, F. R. S.",author
"Hon. C. A. Parsons, C. B., F. R. S.",author
J. D. Everett,author
S. G. Brown,author
" Professor J. J. Thomson, F. R. S.",author
Martin Gardiner,author
"Dr. J. Rose Bradford, F. R. S.",author
"William Spottiswoode, M. A. Treas. R. S.",author
William Jory Henwood,author
"Lieutenant-Colonel Festing, R. E.",author
J. Eyre Ashby,author
"Richard Assheton, M. A.",author
J. R. Johnson,author
John Frid. Gronovius,author
Robert Schlagintweit,author
Robert B. Sangster,author
"F. A. Abel, F. R. S.",author
Smithson Tennant,author
"A. M. Worthington, M. A., F. R. S.",author
Charles C. Christie,author
Charles W. Merrifield,author
"W. Harrison, M. Sc.",author
"Edward Hopkinson, D. Sc.",author
Mr. Arderon,author
"T. P. Hilditch, D. Sc., F. I. C.",author
John Copping,author
Mr. Cassini,author
Henry Fox Talbot,author
"W. J. Russell, Ph. D., V. P. R. S.",author
" F. H. Neville, M. A.",author
Thomas West,author
F. Nicholls,author
"Walter Rosenhain, B. A.",author
H. C. Plummer,author
"John H. Cooke, F. G. S.",author
"Prof. D\#x2019;Arcy Thompson, F. R. S.",author
Francis Willoughby,author
Reverend Richard,author
J. Tyndall,author
Mrs. C. N. Bryant,author
Dr. E. Schunck,author
Horace Darwin,author
"Prof. G. H. Bryan, F. R. S.",author
"T. E. Thorpe, Ph. D., F. R. S. E.",author
"Edward B. Poulton, M. A.",author
Edward King,author
"John S. Flett, M. A., D. Sc., F. G. S.",author
Anthony van Leuwenhock,author
"R. T. Glazebrook, M. A.",author
Edmund Bowman,author
"A. E. Shipley, M. A., F. R. S.",author
Robert Lee,author
Peter G. Tait,author
R. B.,author
C. Robertson,author
J. F. Twort,author
"J. G. Leathem, M. A., D. Sc.",author
James Bell Pettigrew,author
George Carey Foster,author
"W. H. Gaskell, M.D., Cant.",author
William Yarrell,author
W. Burnside,author
William Beckett,author
Charles Yonge,author
"H. S. Hele-Shaw, F. R. S.",author
Lord Morton,author
Benjamin Gale,author
Roderick Impey Murchison,author
Thomas Gordon Hake,author
John Godfrey Schmeisser,author
J. A. Gardner.,author
"A. H. Church, M. A., F. C. S.",author
"J. D. Thomson, M. A., M. B., C. M.",author
"J. E. Stead, F. R. S.",author
"Prof. W. C. Williamson, F. R. S.",author
"Charles Todd, M. D.",author
Mr. Wilkins,author
"W. D. Niven, M. A., F. R. A. S.",author
Viscount Brouncker,author
"William Crookes, F. R. S.",author
Professor Stokes,author
B. H. Ellis,author
"Professor G. F. Fitzgerald, F. T. C. D., F. R. S.",author
S. Groombridge,author
R. W. Forsyth,author
"Arthur Willey, B. Sc. Lond.",author
"Capt. Ivan Belavenetz, I. R. N.",author
"Dr. Sanderson, F. R. S.",author
Peter W. Barlow,author
John Welsh,author
C. M. Willich,author
"Aubrey Strahan, D. Sc., LL. D., F. R. S.",author
John Ingenhousz,author
Didaco de Revillas,author
"Lieut.-Colonel Festing, R. E.",author
Henry Debus,author
"W. Baldwin Spencer, B. A.",author
"F. Gowland Hopkins, M. A., M. B.",author
Tiberius Cavallo,author
"E. Hopkinson, M. A., D. Sc.",author
A. B. Granville,author
S. Theol. Bacc.,author
R. Kirkpatrick,author
"W. Lee Dickinson, M. R. C. P.",author
Ph. Warburton,author
"J. W. W. Stephens, M. D., D. P. H. (Cantab.)",author
S. Vince,author
"Dr. H. Newell Martin, F. R. S.",author
"A. B. Basset, M. A., F. R. S.",author
Michael Underwood,author
"Alexander M. Kellas, Ph. D.",author
"W. N. Hartley, D. Sc., F. R. S.",author
"Captain A. E. Hamerton, D. S.O.",author
Charles Wildbore,author
"Osborne Reynolds, M. A., F. R. S.",author
G. W. Royston-Pigott,author
"W. R. Bousfield, M. A., K. C., F. R. S.",author
Francis Roberts,author
Major L. Darwin,author
"Prof. W. G. Adams, M. A., F. R. S.",author
"J. E. Petavel, F. R. S.",author
Earl Stanhope,author
William Low.,author
"M. J. M. Hill, M. A., Sc. D.",author
"Dr. Albert Gunther, F. R. S., V. P. Z. S.",author
"G. Dickie, A. M., M. D.",author
Henry Baker Tristram,author
O. Wiener,author
Henry Hennell,author
" Sir William Pope, F. R. S.",author
John Burton,author
"F. C. Toy, B.Sc.",author
"J. Evershed, F. R. A. S.",author
Colonel Sykes,author
Frederick Barlow,author
Thomas Brisbane,author
H. H. T.,author
John Mervin Nooth,author
A. Erman,author
Arthur Gamgee,author
Robert Carmichael,author
William Watson,author
James A Gunn,author
"Sir William Crookes, O. M., LL. D., D. Sc., Pres. R. S.",author
W. C. Williamson,author
John Pond,author
"G. W. C. Kaye, B. A. (Cantab.), D. Sc. (Lond.), A. R. C. Sc.",author
Edgar Schuster,author
George Bell,author
"T. G. Hart, A. R. S. M.",author
"Arthur Gamgee, M. D., LL. D., F. R. S.",author
"R. Lachlan, B. A.",author
"Prof. A. Macalister, M. D., F. R. S.",author
"Professor J. R. Bradford, F. R. S.",author
"Francis Fox, M. Inst. C. E. ",author
"Professor Rubert Boyce, F. R. S.",author
"Professor J. H. Gilbert, LL. D., F. R. S.",author
Mons De Lisle,author
J. Rowning,author
John D. McDonald,author
Edward Rudge,author
John Ferguson,author
Dr. Highmore,author
Sieur de Peyssonnel,author
Richard Bulkley,author
W. P. Paddison,author
E. P. France,author
"W. Duddell, Wh. Sc.",author
John Powell,author
"George J. Romanes, M. A., F. L. S.",author
Dantzick,author
J. Milner,author
E. P. Poulton,author
"Sir William Thomson, D. C. L., P. R. S.",author
Edward Martin,author
"L. C. Martin, A. R. C. S., D. I. C., B. Sc.",author
H. M. Dawson,author
"D. H. Scott, M. A., Ph. D, F. R. S.",author
Dr. Mullineux,author
"Charles J. Martin, M. B., D. Sc.",author
W. Cole,author
John Aikin,author
G. Trevor Williams,author
Guill. Mazeas,author
Christian Mayer,author
Monsieur Brunet,author
"Sir W. Thomson, Knt., LL. D., F. R. S.",author
"A. A. Common, LL. D., F. R. S.",author
Thomas Whately,author
George B. Airy,author
"H. C. Sorby, F. R. S. \amp;c.",author
"W. C. M&apos;Intosh, M. D., F. R. S.",author
"Sir Thomas R. Fraser, M. D., LL. D., Sc. D., F. R. S.",author
De Bourzes,author
James Hogarth,author
Ephraim Rinhold Seehl,author
"Dr. J. R. Bradford, Sec. R. S.",author
Petrus Van Muschenbroek,author
"Alfred Newton, M. A., F. R. S.",author
"Sir William Thiselton-Dyer, K. C. M. G., C. I. E.. F. R. S.",author
Tho. Knowlton,author
"George J. Burch, M. A., D. Sc., F. R. S.",author
A. Claudet,author
"F. Gowland Hopkins, B. Sc.",author
"Rev. S. J. Perry, F. R. S.",author
"G. Harris Morris, Ph. D.",author
"H. G. Plimmer, M. R. C. S., F. L. S.",author
"H. J. Carter, F. R. S.",author
"H. E. Watson , D. Sc.",author
"S. Monckton Copeman, M. A., M. D. Cantab., F. R. C. P.",author
"J. C. Ewart, M. D, F. R. S.",author
Cecil Revis,author
"Herbert E. Roaf, M. B., Toronto",author
"T. S. Taylor, Ph. D. ",author
"Alexander S. Russell, M. A.",author
"D. H. Scott, F. R. S.",author
Arthur Harry Church,author
Wm. Stukeley,author
"Frederick W. Mott, M.D., B.S., M.R.C.P.",author
"Walter Garstang, M. A.",author
Lord Oxmantown,author
"A. Fowler, A. R. C. S., F. R. S.",author
"H. L. Callendar, M. A. LL. D., F. R. S.",author
"Professor A. Cayley, F. R. S.",author
Henry Beighton,author
"Major A. E. Hamerton, D. S. O., R. A. M. C. ",author
"C. G. Knott, D. Sc.",author
Job Baster,author
M. de Stehlin,author
"George King, F. I. A., F. F. A.",author
Thomas Hearne,author
"Captain H. G. Lyons, R. E.",author
"Lord Lister, Pres. R. S.",author
William Borlase,author
Daniel-Peter Layard,author
"Prof. Sir W. Thomson, LL. D., F. R. S., \amp;c.",author
"Thomas Andrew, F. R. SS. L. \amp;E., M. Inst. C. E.",author
F. J. M. Page,author
"J. E. H. Gordon, B. A. Camb.",author
"J. A. MacWilliam, M. D.",author
S. T.,author
"Henry Woodward, LL. D. F. R. S., V. P. G. S.",author
M. le Cat,author
E. E. Henderson,author
Lewis Crusius,author
W. E. Parry,author
Mr. Mallet,author
"J. J. Lister, F. R. S.",author
"Dr. H. H. Dale, F. R. S.",author
R. A. Sampson,author
Benjamin Moore,author
Mr. Barr,author
"Dr. A. E. H. Tutton, F. R. S.",author
Earl of Sandwich,author
T. Spencer Cobbold,author
Charles Bland Radcliffe,author
"Stewart Arthur Smith, M. B., Ch. M.",author
W. H. Deering.,author
Robert Whytt,author
Joseph Prestwich,author
"J. Wickham Legg, M. D.",author
"Thomas Grubb, F. R. S.",author
George Howell,author
"Prof. Andrew Gray, F. R. S.",author
"Dr. H. Woodward, F. R. S.",author
Alexis Clairaut,author
Adam Austin,author
"James Scott, M. D., C. M., B. Sc., Edin.",author
"Captain D. P. Watson,\#xA0;R. A. M. C.",author
"Burke John Butler, M. A. ",author
"James Hammond, M. A., Cant.",author
"Sir William Crookes, O. M.",author
John Coakley Lettsom,author
"David Ferrier, M. A., M. D., M. R. C. P.",author
Maurice F. FitzGerald,author
H. S. Fremlin,author
"Ludwig Mond, Ph. D., F. R. S. ",author
"Profesor Odling, F. R. S.",author
James Cuninghame,author
John Mitchell,author
"G. C. E. Simpson, B. A., B. Sc., F. R. C. S.",author
"Rev. A. E. Eaton, M. A.",author
"Captain W. de W. Abney, C. B., R. E., D. C. L., F. R. S.",author
"J. F. Bullar, B. A.",author
"Arthur Ransome, M. D.",author
Monsieur Perault,author
"Professor Roscoe, F. R. S.",author
John Yelloly,author
"A. R. Forsyth, Sc. D., LL. D., F. R. S.",author
"Professor T. G. Bonney, D. Sc., F. R. S. \amp;c.",author
J. C. McLennan ,author
"Sir Frederick Evans, K. C. B., R. N.",author
James Stark,author
Charles Jellicoe,author
John Barlow,author
"E. Schuster, D. Sc.",author
George Buchanan,author
"Professor A. R. Forsyth, Sc. D., LL. D., F. R. S.",author
"Sir David Gill, F. R. S.",author
"A. E. Hamerton, D. S. O., R. A. M. C. ",author
"E. Ray Lankester, M. A.",author
"Sir James Paget, Bart., F. R. S.",author
Tycho Brahe,author
Charles Preston,author
"Sir George H. Darwin, K. C. B., F. R. S.",author
"John Yule Mackay, M. D.",author
C. Hilton Fagge,author
R. S.,author
"Edward Divers, M. D. ",author
Joseph Palmer,author
G. H. Bryan,author
"Professor Sir Wm. Turner, Knt., M. B., LL. D., F. R. S.",author
"Herbert Rhodes, M. B.",author
"J. Fayrer, C. S. I., M. D., F. R. C. P. Lond., F. R. S. E.",author
S. H. CHRISTIE,author
Dr. Mead,author
Geo. Matthias Bose,author
"Edward Whitley, M. A. (Oxon).",author
"Herbert M\amp;apos;Leod, F. C. S.",author
"Alexander Russell, M. A., D. Sc.",author
"William B. Carpenter, C. B., M. D., F. R. S.",author
"Joseph Lunt, B. Sc., F. I. C.",author
Jos. Warner,author
John Starr,author
W. Fairbairn,author
"Charles S. Sherrington, M. A., M. D.",author
W. Harrison Cripps,author
Charles Hutton,author
Thomas Bates,author
M. Auzout,author
William Petty,author
Mr. Dale,author
Th. W. Engelmann,author
F. S. Phillips,author
J. R.,author
"Dr. J. A. Fleming, F. R. S.",author
Eustache Guillemeau,author
Arthur Dobs,author
