target,source,type
rsta_1915_0010,"H. H. Gray, B. Sc.",authored
rsta_1915_0010,"Herbert H. Henstock, M. Sc., Ph. D.",authored
rsta_1915_0010,"J. B. Dawson, B. Sc.",authored
rsta_1915_0011,"Wm. S. Tucker, A. R. C. C. Sc., B. Sc.",authored
rsta_1915_0011,"Prof. H. L .Callendar, F. R. S.",authored
rsta_1915_0012,"C. Frewen Jenkin, M. A., M. Inst. C. E.",authored
rsta_1915_0012,"D. R. Pye, M. A.",authored
rsta_1915_0012,"Sir Alfred Ewing, K. C. B., F. R. S.",authored
rsta_1915_0013,"J. H. Brinkworth, A. R. C. S., B.Sc.",authored
rsta_1915_0013,"H. L. Callendar, M. A., LL. D., F. R. S.",authored
rsta_1915_0014,"J. G. Leathem, M. A., D. Sc.",authored
rsta_1915_0014,"Sir Joseph Larmor, M. P., F. R. S.",authored
rsta_1916_0001,"A. E. H. Tutton, D. Sc., M. A., F. R. S.",authored
rsta_1916_0002,"H. A. Wilson, F. R. S.",authored
rsta_1916_0003,"Sir W. de W. Abney, K. C. B., D. C. L., D. Sc., F. R. S.",authored
rsta_1916_0003,"Prof. W. Watson, D. Sc., F. R. S.",authored
rsta_1916_0004,"Prof. H. F. Baker, F. R. S.",authored
rsta_1916_0005,"C. Chree, Sc.D., LL.D., F. R. S.",authored
rsta_1916_0006,"S. Chapman, M. A., D. Sc.",authored
rsta_1916_0006,"Sir Joseph Larmor, F. R. S.",authored
rsta_1916_0007,"P. E. Shaw, B. A., D. Sc.",authored
rsta_1916_0007,"C. V. Boys, F. R. S.",authored
rsta_1916_0008,"F. P. Burt, D. Sc.",authored
rsta_1916_0008,"E. C. Edgar, D. Sc.",authored
rsta_1916_0008,"Prof. H. B. Dixon, F. R. S.",authored
rsta_1916_0009,"Karl Pearson, F. R. S.",authored
rsta_1916_0010,"J. W. Nicholson, M. A., D. Sc.",authored
rsta_1916_0010,"T. R. Merton, D. Sc. (Oxon)",authored
rsta_1916_0010,"Prof. A. Fowler, F. R. S.",authored
rsta_1918_0001,"J. H. Jeans, M. A., F. R. S.",authored
rsta_1918_0002,K. Terazawa,authored
rsta_1918_0002,"Sir Joseph Larmor, F. R. S.",authored
rsta_1918_0003,"J. Joly, Sc. D., F. R. S.",authored
rsta_1918_0004,"Major P. A. MacMahon, R. A., D. Sc., F. R. S.",authored
rsta_1918_0005,"S. Chapman, M. A., D. Sc.",authored
rsta_1918_0005,"Sir Joseph Larmor, F. R. S.",authored
rsta_1918_0006,"A. E. H. Tutton, D. Sc., M. A., F. R. S.",authored
rsta_1918_0007,"T. R. Merton, D. Sc. (oxon)",authored
rsta_1918_0007,"J. W. Nicholson, M. A., D. Sc.",authored
rsta_1918_0007,"Prof. A. Fowler, F. R. S.",authored
rsta_1918_0008,J. Proudman,authored
rsta_1918_0008,A. T. Doodson,authored
rsta_1918_0008,G. Kennedy,authored
rsta_1918_0008,"T. J. I\amp;apos; A. Bromwich, Sc. D., F. R. S.",authored
rsta_1918_0009,"C. G. Barkla, F. R. S.",authored
rsta_1918_0010,"W. M. Hicks, F. R. S.",authored
rsta_1918_0011,"Sir William Crookes, O. M., F. R. S., LL. D., D. Sc., \amp;c.",authored
rsta_1919_0001,"S. Chapman, M. A., D. Sc.",authored
rsta_1919_0001,"Sir F. W. Dyson, F. R. S.",authored
rsta_1919_0002,"W. R. Bousfield, M. A., K. C., F. R. S.",authored
rsta_1919_0002,C. Elsepeth Bousfield.,authored
rsta_1919_0003,"J. H. Jeans, M. A., F. R. S.",authored
rsta_1919_0004,"Louis Vessot king, M. A. (cantab.), D. Sc. (McGill)",authored
rsta_1919_0004,"Prof. Howard T. Barnes, F. R. S.",authored
rsta_1919_0005,"The Earl of Berkeley, F. R. S.",authored
rsta_1919_0005,"E. G. J. Hartley, B. A. (Oxon)",authored
rsta_1919_0005,"C. V. Burton, B. Sc. (London)",authored
rsta_1919_0006,"A. Fowler, F. R. S.",authored
rsta_1919_0006,"C. C. L. Gregory, B. A.",authored
rsta_1919_0007,"George W. Walker, A. R. C. Sc., M. A., F. R. S.",authored
rsta_1919_0008,"A. E. H. Tutton, D. Sc., M. A., F. R. S.",authored
rsta_1919_0009,"George W. Walker, A. R. C. Sc., M. A., F. R. S.",authored
rsta_1919_0010,"Arthur Hubert Cox, M. Sc., Ph. D., F. G. S.",authored
rsta_1920_0001,"G. I. Taylor, M. A.",authored
rsta_1920_0001,"Sir Napier Shaw, F. R. S.",authored
rsta_1920_0002,"Sir G. Greenhill, F. R. S.",authored
rsta_1920_0003,"Hon. Sir. Charles Algernon Parsons, K. C. B., F. R. S.",authored
rsta_1920_0004,"W. G. Duffield, D. Sc.",authored
rsta_1920_0004,"Thos. H. Burnham, B. Sc.",authored
rsta_1920_0004,"A. H. Davis, B. Sc.",authored
rsta_1920_0004,"Prof. O. W. Richardson, F. R. S.",authored
rsta_1920_0005,"T. R. Merton, D. Sc.",authored
rsta_1920_0005,"J. W. Nicholson, F. R. S.",authored
rsta_1920_0006,"T. J. I\#x2019;A. Bromwich, Sc. D., F. R. S.",authored
rsta_1920_0007,G. H. Livens,authored
rsta_1920_0007,"W. M. Hicks, F. R. S.",authored
rsta_1920_0008,"Major A. E. Oxley, R. A. F., M. A., D. Sc.",authored
rsta_1920_0008,"Prof. J. W. Nicholson, F. R. S.",authored
rsta_1920_0009,"Sir F. W. Dyson, F. R. S.",authored
rsta_1920_0009,"A. S. Eddington, F. R. S.",authored
rsta_1920_0009,Mr. C. Davidson,authored
rsta_1920_0010,"W. M. Hicks, F. R. S.",authored
rstb_1887_0001,"Sir Richard Owen, K. C. B., F. R. S., \amp;c.",authored
rstb_1887_0002,"Hans Gadow, Ph. D., M. A.",authored
rstb_1887_0002,"Professor M. Foster, Sec. R. S.",authored
rstb_1887_0003,"J. R. Green, B. Sc., B. A.",authored
rstb_1887_0003,"Professor M. Foster, Sec. R. S.",authored
rstb_1887_0004,"Professor Thos. Carnelley, D. Sc.",authored
rstb_1887_0004,"J. S. Haldane, M. A., M. B., University College",authored
rstb_1887_0004,"A. M. Anderson, M. D., Medical Officer of Health, Dundee.",authored
rstb_1887_0004,"Sir Henry E. Roscoe, F. R. S.",authored
rstb_1887_0005,"Percy F. Frankland, Ph.D., B.Sc., F.C.S., F.I.C.",authored
rstb_1887_0005,"Professor Frankland, D.C.L., LL.D., M.D., F. R. S.",authored
rstb_1887_0006,"Charles E. Beevor, M. D., M. R. C. P.",authored
rstb_1887_0006,"Victor Horsley, B. S., F. R. C. S., F. R. S.",authored
rstb_1887_0007,"J. W. Hulke, F. R. S.",authored
rstb_1887_0008,"H. Marshall Ward, M. A., F. L. S.",authored
rstb_1887_0008,"W. T. Thiselton Dyer, C. M. G., F. R. S.",authored
rstb_1887_0009,"H. G. Seeley, F. R. S.",authored
rstb_1887_0010,"Augustus D. Waller, M. D.",authored
rstb_1887_0010,"E. Waymouth Reid, B. A., M. B.",authored
rstb_1887_0010,"Professor Burdon Sanderson, F. R. S.",authored
rstb_1887_0011,Grace C. Frankland,authored
rstb_1887_0011,"Percy F. Frankland, Ph. D., B. Sc. (Lond), F. C. S., F. I. C.",authored
rstb_1887_0011,"E. Ray Lankester, M. A., F. R. S.",authored
rstb_1887_0012,"W. C. Williamson, LL. D., F. R. S.",authored
rstb_1887_0013,George Massee,authored
rstb_1887_0013,"W. T. Thiselton Dyer, M. A., C. M. G., F. R. S.",authored
rstb_1887_0014,"Edward B. Poulton, M. A., F. L. S.",authored
rstb_1887_0014,"Professor E. Ray Lankester, F. R. S.",authored
rstb_1887_0015,Oldfield Thomas,authored
rstb_1887_0015,"Dr. G\#xFC;nther, F. R. S.",authored
rstb_1887_0016,"W. H. Caldwell, M. A.",authored
rstb_1887_0016,"Professor M. Foster, Sec. R. S.",authored
rstb_1887_0017,"Francis Gotch, M. A. Oxon., B. A., B. Sc.",authored
rstb_1887_0017,"Professor Burdon Sanderson, M. D., F. R. S.",authored
rstb_1887_0018,"H. Marshall Ward, M. A., F. L. S.",authored
rstb_1887_0018,"Professor M. Foster, Sec. R. S.",authored
rstb_1888_0001,"Victor Horsley, M. B., F. R. C. S., F. R. S.",authored
rstb_1888_0001,Edward Albert Sch\#xE4;fer,authored
rstb_1888_0002,"William Crawford Williamson, LL. D., F. R. S.",authored
rstb_1888_0003,"H. G. Seeley, F. R. S.",authored
rstb_1888_0004,"John Yule Mackay, M. D.",authored
rstb_1888_0004,"Professor Cleland, M. D., F. R. S.",authored
rstb_1888_0005,"H. G. Seeley, F. R. S.",authored
rstb_1888_0006,"F. G. Heathcote, M. A.",authored
rstb_1888_0006,"Adam Sedgwick, F. R. S.",authored
rstb_1888_0007,"Sir Richard Owen, K. C. B., F. R. S., \amp;c.",authored
rstb_1888_0008,"Sydney J. Hickson, M. A. (Cantab.), D. Sc. (Lond.)",authored
rstb_1888_0008,"Professor M. Foster, Sec. R. S.",authored
rstb_1888_0009,"Charles E. Beevor, M. D., F. R. C. P.",authored
rstb_1888_0009,"Victor Horsley, B. S., F. R. C. S., F. R. S.",authored
rstb_1888_0010,"H. Bury, B. A., F. L. S.",authored
rstb_1888_0010,"P. Herbert Carpenter, D. Sc., F. R. S., F. L. S.",authored
rstb_1888_0011,"Sanger Brown, M. D.",authored
rstb_1888_0011,"E. A. Sch\#xE4;fer, F. R. S.",authored
rstb_1888_0012,"Francis Gotch, Hon. M. A. Oxon., B. A., B. Sc. London.",authored
rstb_1888_0012,"Professor J. Burdon Sanderson, F. R. S.",authored
rstb_1888_0013,"C. B. Lockwood, F. R. C. S.",authored
rstb_1888_0013,"G. M. Humphry, F. R. S.",authored
rstb_1888_0014,"William Kitchen Parker, F. R. S.",authored
rstb_1888_0015,"J. C. Ewart, M. D.",authored
rstb_1888_0015,"Professor J. Burdon Sanderson, F. R. S.",authored
rstb_1888_0016,"J. Burdon Sanderson, M. A., M. D., F. R. S.",authored
rstb_1888_0017,"Hans Gadow, Ph. D., M. A.",authored
rstb_1888_0017,"M. Foster, Sec. R. S.",authored
rstb_1888_0018,"H. G. Seeley, F. R. S.",authored
rstb_1888_0019,"E. T. Newton, F. G. S., F. Z. S.",authored
rstb_1888_0019,"Archibald Geikie, F. R. S.",authored
rstb_1888_0020,"J. C. Ewart, M. D.",authored
rstb_1888_0020,"Professor J. Burdon Sanderson, F. R. S.",authored
rstb_1889_0001,"Sir J. B. Lawes, Bart., LL. D., F. R. S.",authored
rstb_1889_0001,"Professor J. H. Gilbert, LL. D., F. R. S.",authored
rstb_1889_0002,"J. N. Langley, M. A., F. R. S.",authored
rstb_1889_0002,"H. M. Fletcher, B. A.",authored
rstb_1889_0003,"William Crawford Williamson, LL. D., F. R. S.",authored
rstb_1889_0004,"Augustus D. Waller, M. D.",authored
rstb_1889_0004,"Professor Burdon Sanderson, F. R. S.",authored
rstb_1889_0005,"W. C. Williamson, LL. D., F. R. S",authored
rstb_1889_0006,"H. G. Seeley, F. R. S.",authored
rstb_1889_0007,"William Bateson, M. A.",authored
rstb_1889_0007,"Adam Sedgwick, M. A., F. R. S.",authored
rstb_1889_0008,E. P. France,authored
rstb_1889_0008,"Professor Sch\#xE4;fer, F. R. S.",authored
rstb_1890_0001,"William Marcet, M. D., F. R. S.",authored
rstb_1890_0002,"Ch. S. Sherrington, M. A., M. B., \amp;c.",authored
rstb_1890_0002,"Professor M. Foster, Sec. R. S.",authored
rstb_1890_0003,"Charles E. Beevor, M. D., F. R. C. P.",authored
rstb_1890_0003,"Victor Horsley, B. S., F. R. S.",authored
rstb_1890_0004,"Wm. C. Williamson, LL. D., F. R. S.",authored
rstb_1890_0005,"Percy F. Frankland, Ph. D., B. Sc. (Lond.), A. R. S. M., F. I. C.",authored
rstb_1890_0005,Grace C. Frankland.,authored
rstb_1890_0005,"Professor Thorpe, F. R. S.",authored
rstb_1890_0006,"Charles E. Beevor, M. D., F. R. C. P.",authored
rstb_1890_0006,"Victor Horsley, B. S., F. R. S.",authored
rstb_1890_0007,"A. M. Paterson, M. D.",authored
rstb_1890_0007,"A. Milnes Marshall, F. R. S.",authored
rstb_1890_0008,"Felix Semon, M. D., F. R. C. P.",authored
rstb_1890_0008,"Victor Horsley, B. S., F. R. S.",authored
rstb_1891_0001,"Francis Galton, F. R. S.",authored
rstb_1891_0002,"T. Jeffery Parker, B. Sc., F. R. S.",authored
rstb_1891_0003,"Charles E. Beevor, M. D., F. R. C. P.",authored
rstb_1891_0003,"Professor David Ferrier, F. R. S.",authored
rstb_1891_0004,"Walter Spencer, M. S., \amp;c.",authored
rstb_1891_0004,"Victor Horsley, F. R. S., B. S.",authored
rstb_1891_0005,"William Crawford Williamson, LL. D., F. R. S.",authored
rstb_1891_0006,"Francis Gotch, Hon. M. A., Oxon.",authored
rstb_1891_0006,"Victor Horsley, F. R. S., \amp;c.",authored
rstb_1891_0007,"J. Howard Mummery, M. R. C. S., L. D. S.",authored
rstb_1891_0007,"C. S. Tomes, F. R. S.",authored
rstb_1891_0008,"T. Lauder Brunton, M. D., F. R. S.",authored
rstb_1891_0008,"J. Theodore Cash, M. D., F. R. S.",authored
rstb_1891_0009,"Sir Henry E. Roscoe, F. R. S., D. C. L., LL. D.",authored
rstb_1891_0009,"Joseph Lunt, B. Sc., F. C. S.",authored
rstb_1892_0001,"Frederick W. Mott, M.D., B.S., M.R.C.P.",authored
rstb_1892_0001,"Professor Sch\#xE4;fer, F. R. S.",authored
rstb_1892_0002,"J. N. Langley, M.A., F. R. S.",authored
rstb_1892_0004,"F. G. Sinclair (formerly F. G. Heathcote), M. A.",authored
rstb_1892_0004,"A. Sedgwick, F. R. S.",authored
rstb_1892_0005,"T. Jeffery Parker, B. Sc., F. R. S.",authored
rstb_1892_0006,"H. Marshall Ward, Sc. D., F. R. S., F. L. S.",authored
rstb_1892_0007,"C. S. Roy, F. R. S., M. D.",authored
rstb_1892_0007,"J. G. Adami, M. D., M. A.",authored
rstb_1892_0008,"H. G. Seeley, F. R. S.",authored
rstb_1892_0009,"C. B. Clarke, F. R. S.",authored
rstb_1892_0010,"J. C. Ewart, M. D.",authored
rstb_1892_0010,"Professor J. Burdon Sanderson, F. R. S.",authored
rstb_1893_0001,"W. C. Willamson, LL. D., F. R. S.",authored
rstb_1893_0002,"J. S. Risien Russell, M. B., M. R. C. P.",authored
rstb_1893_0002,"Professor V. Horsley, F. R. S.",authored
rstb_1893_0003,"T. W. Bridge, M. A.",authored
rstb_1893_0003,"A. C. Haddon, M. A.",authored
rstb_1893_0003,"Professor Alfred Newton, F. R. S.",authored
rstb_1893_0004,E. Waymouth Reid,authored
rstb_1893_0004,"Professor M. Foster, Sec. R. S.",authored
rstb_1893_0005,"Alex Hill, M. D.",authored
rstb_1893_0005,"Alexander Macalister, F. R. S.",authored
rstb_1893_0006,"Alex Hill, M. D.",authored
rstb_1893_0006,"Professor Alexander Macalister, M. D., F. R. S.",authored
rstb_1893_0007,"E. T. Newton, F. G. S., F. Z. S.",authored
rstb_1893_0007,"Sir Archibald Geikie, For. Sec. R. S.",authored
rstb_1893_0008,"J. Theodore Cash, M. D., F. R. S.",authored
rstb_1893_0008,"Wyndham R. Dunstan, M. A.",authored
rstb_1893_0009,"Charles S. Sherrington, M. A., M. D.",authored
rstb_1893_0009,"Professor M. Foster, Sec. R. S.",authored
rstb_1893_0010,"J. T. Cunningham, M. A.",authored
rstb_1893_0010,"C. A. MacMunn, M. A., M. D.",authored
rstb_1893_0010,"E. Ray Lankester, M. A., F. R. S.",authored
rstb_1894_0001,"Rubert Boyce, M. B.",authored
rstb_1894_0001,"Nusserwangi F. Surveyor, M. D., M. R. C. P.",authored
rstb_1894_0001,"Professor Victor Horsley, F. R. S.",authored
rstb_1894_0002,C. I. Forsyth Major,authored
rstb_1894_0002,"Henry Woodward, LL. D., F. R. S., V. P. G. S.",authored
rstb_1894_0003,"Charles E. Beevor, M. D., F. R. C. P.",authored
rstb_1894_0003,"Victor Horsley, M. B., F. R. C. S., F. R. S.",authored
rstb_1894_0004,"W. B. Hardy, B. A.",authored
rstb_1894_0004,"Dr. Gaskell, F. R. S.",authored
rstb_1894_0005,"Theodore T. Groom, B. A., B. Sc., F. G. S.",authored
rstb_1894_0005,"Adam Sedgwick, F. R. S.",authored
rstb_1894_0006,"D. No\#xEB;l Paton, M. D., B. Sc., F. R. C. P. Ed.",authored
rstb_1894_0006,"John G. McKendrick, M. D., F. R. S.",authored
rstb_1894_0007,"A. A. Kanthack, M. R. C. P., M. D.",authored
rstb_1894_0007,"W. B. Hardy, M. A.",authored
rstb_1894_0007,"Professor M. Foster, Sec. R. S.",authored
rstb_1894_0008,E. Waymouth Reid,authored
rstb_1894_0008,"Professor M. Foster, Sec. R. S.",authored
rstb_1894_0009,M. Greenwood,authored
rstb_1894_0009,"J. N. Langley, F. R. S.",authored
rstb_1894_0010,"J. Reynolds Green, Sc. D., M. A.",authored
rstb_1894_0010,"W. T. Thiselton Dyer, F. R. S., C. M. G., C. I. E.",authored
rstb_1894_0011,"Walter Heape, M. A.",authored
rstb_1894_0011,"Professor Michael Foster, Sec. R. S.",authored
rstb_1894_0012,"F. O. Bower, D. Sc., F. R. S.",authored
rstb_1894_0013,"E. T. Newton, F. R. S.",authored
rstb_1894_0014,"W. G. Spencer, M. S., M. B.",authored
rstb_1894_0014,"Professor Victor Horsley, F. R. S.",authored
rstb_1894_0015,"H. G. Seeley, F. R. S.",authored
rstb_1894_0016,"David Ferrier, M. D., F. R. S.",authored
rstb_1894_0016,"W. Aldren Turner, M. D.",authored
rstb_1894_0017,"Walter S. Lazarus-Barlow, M. D., M. R. C. P.",authored
rstb_1894_0017,"Professor C. S. Roy, F. R. S.",authored
rstb_1894_0018,"J. S. Risien Russell, M. D., M. R. C. P.",authored
rstb_1894_0018,"Professor V. Horsley, F. R. S.",authored
rstb_1894_0019,"W. C. Williamson, LL. D., F. R. S.",authored
rstb_1894_0019,"D. H. Scott, M. A., Ph. D.",authored
rstb_1894_0020,"H. Marshall Ward, D. Sc., F. R. S.",authored
rstb_1894_0021,"H. G. Seeley, F. R. S.",authored
rstb_1894_0022,"H. G. Seeley, F. R. S.",authored
rstb_1894_0023,"H. G. Seeley, F. R. S.",authored
rstb_1895_0001,"H. G. Seeley, F. R. S.",authored
rstb_1895_0002,"H. G. Seeley, F. R. S.",authored
rstb_1895_0003,"H. G. Seeley, F. R. S.",authored
rstb_1895_0004,"Hans Gadow, M. A., Ph. D., F. R. S.",authored
rstb_1895_0004,Miss E. C. Abbott,authored
rstb_1895_0005,"H. W. Pomfret, M. D., F. R. C. S.",authored
rstb_1895_0005,"Sir William Roberts, F. R. S.",authored
rstb_1895_0006,"Rubert Boyce, M. B.",authored
rstb_1895_0006,"Professor V. Horsley, F. R. S.",authored
rstb_1895_0007,"Lim Boon Keng, M. B.",authored
rstb_1895_0007,"Professor C. S. Roy, F. R. S.",authored
rstb_1895_0008,"J. J. Lister, M. A.",authored
rstb_1895_0008,"Professor Alfred Newton, F. R. S.",authored
rstb_1895_0009,"Gilbert C. Bourne, M. A., F. L. S.",authored
rstb_1895_0009,"E. Ray Lankester, M. A., F. R. S.",authored
rstb_1895_0010,"F. Frost Blackman, B. Sc., B. A.",authored
rstb_1895_0010,"F. Darwin, F. R. S.",authored
rstb_1895_0011,"F. Frost Blackman, B. Sc., B. A.",authored
rstb_1895_0011,"F. Darwin, F. R. S.",authored
rstb_1895_0012,"Henry H. Dixon, B. A.",authored
rstb_1895_0012,"J. John, M. A., Sc. D., F. R. S.",authored
rstb_1895_0013,"H. M. Vernon, B. A.",authored
rstb_1895_0013,"Professor J. Burdon Sanderson, F. R. S.",authored
rstb_1895_0014,"J. S. Risien Russell, M. D., M. R. C. P.",authored
rstb_1895_0014,"Professor Victor Horsley, F. R. S.",authored
rstb_1895_0015,"F. Gowland Hopkins, M. B., B. Sc.",authored
rstb_1895_0015,"Professor E. Ray Lankester, F. R. S.",authored
rstb_1895_0016,"W. C. Williamson, LL. D., F. R. S.",authored
rstb_1895_0016,"D. H. Scott, M. A., Ph. D., F. R. S.",authored
rstb_1895_0017,"W. C. Williamson, LL.D., F. R. S.",authored
rstb_1895_0017,"D. H. Scott, M.A., Ph.D., F. R. S.",authored
rstb_1895_0018,Joseph K\#xF3;r\#xF6;si,authored
rstb_1895_0018,"Sir James Paget, F. R. S.",authored
rstb_1896_0001,"Hans Gadow, M. A., Ph. D., F. R. S.",authored
rstb_1896_0002,"J. S. Risien Russell, M. D., M. R. C. P.",authored
rstb_1896_0002,"Professor Victor Horsley, F. R. S.",authored
rstb_1896_0003,"Miss Maria M. Ogilvie, D. Sc.",authored
rstb_1896_0003,"Sir Archibald Geikie, F. R. S.",authored
rstb_1896_0004,"Francis Gotch, M. A. (Oxon), F. R. S.",authored
rstb_1896_0004,"G. J. Burch, M. A. (Oxon).",authored
rstb_1897_0001,"Augustus D. Waller, M. D., F. R. S.",authored
rstb_1897_0002,"J. S. Risien Russell, M. D., M. R. C. P.",authored
rstb_1897_0002,"Professor Victor Horsley, F. R. S.",authored
rstb_1897_0003,"Walter Heape, M. A.",authored
rstb_1897_0003,"Professor M. Foster, Sec. R. S.",authored
rstb_1897_0004,"J. Reynolds Green, Sc. D., F. R. S.",authored
rstb_1897_0005,"W. Page May, M. D., B. Sc., M. R. C. P.",authored
rstb_1897_0005,"Professor Victor Horsley, F. R. S.",authored
rstb_1897_0006,"Rubert Boyce, M. B.",authored
rstb_1897_0006,"Professor V. Horsley, F. R. S.",authored
rstb_1897_0007,"S. P. Kramer, M. D.",authored
rstb_1897_0007,"Victor Horsley, M. B., F. R. C. S., F. R. S.",authored
rstb_1897_0008,"Robert Kennedy, M. A., B. Sc., M. D.",authored
rstb_1897_0008,Professor McKendrick,authored
rstb_1897_0009,"D. H. Scott, M. A., Ph. D., F. R. S.",authored
rstb_1897_0010,"F. O. Bower, Sc. D., F. R. S.",authored
rstb_1897_0011,"D. H. Scott, M. A., Ph. D., F. R. S.",authored
rstb_1897_0012,"Charles S. Tomes, M. A., F. R. S.",authored
rstb_1897_0013,"H. Marshall Ward, D. Sc., F. R. S.",authored
rstb_1897_0014,"Ernest Warren, B. Sc.",authored
rstb_1897_0014,"W. F. R. Weldon, F. R. S.",authored
rstb_1898_0001,"David Ferrier, M. D., F. R. S.",authored
rstb_1898_0001,"William Aldren Turner, M. D., F. R. C. P.",authored
rstb_1898_0002,"Charles S. Sherrington, M. A., M. D., F. R. S.",authored
rstb_1898_0003,"William H. Lang, M. B., B. Sc.",authored
rstb_1898_0003,"Professor F. O. Bower, Sc. D., F. R. S.",authored
rstb_1898_0004,"J. Theodore Cash, M. D., F. R. S.",authored
rstb_1898_0004,"Wyndham R. Dunstan, M. A., F. R. S.",authored
rstb_1898_0005,"Vernon H. Blackman, B. A., F. L. S.",authored
rstb_1898_0005,"Francis Darwin, F. R. S.",authored
rstb_1898_0006,"George Murray, F. R. S.",authored
rstb_1898_0006,"Vernon H. Blackman, B. A., F. L. S.",authored
rstb_1898_0007,"Charles S. Tomes, M. A., F. R. S.",authored
rstb_1898_0008,"H. M. Vernon, M. A., M. B.",authored
rstb_1898_0008,"Professor Ray Lankester, F. R. S.",authored
rstb_1898_0009,"Francis Darwin, F. R. S.",authored
rstb_1898_0010,"J. Bretland Farmer, M. A.",authored
rstb_1898_0010,J. Ll. Williams,authored
rstb_1898_0010,"D. H. Scott, M. A., Ph. D., F. R. S.",authored
rstb_1899_0001,"George J. Burch, M. A.",authored
rstb_1899_0001,"Professor Gotch, F. R. S.",authored
rstb_1899_0002,"John Parkin, M. A.",authored
rstb_1899_0002,"Professor H. Marshall Ward, F. R. S.",authored
rstb_1899_0003,"D. H. Scott, M. A., Ph. D., F. R. S.",authored
rstb_1899_0004,"T. G. Brodie, M. D.",authored
rstb_1899_0004,"S. W. F. Richardson, M. B., B. S.",authored
rstb_1899_0004,"W. D. Halliburton, F. R. S.",authored
rstb_1899_0005,"W. C. Sturgis, M. A., Ph. D.",authored
rstb_1899_0005,"Professor H. Marshall Ward, F. R. S.",authored
rstb_1899_0006,"A. C. Seward, F. R. S.",authored
rstb_1899_0007,"F. W. Mott, M. D., F. R. S.",authored
rstb_1899_0007,"W. D. Halliburton, F. R. S.",authored
rstb_1899_0008,"H. Marshall Ward, D. Sc., F. R. S.",authored
rstb_1899_0009,"Rubert Royce, M. B.",authored
rstb_1899_0009,"W. B. Warrington, M. D., M. R. C. P.",authored
rstb_1899_0009,"Professor Sherrington, F. R. S.",authored
rstb_1900_0001,"Maria Dawson, B. Sc. (Lond. and Wales)",authored
rstb_1900_0001,"H. Marshall Ward, F. R. S.",authored
rstb_1900_0002,"F. O. Bower, Sc. D., F. R. S.",authored
rstb_1900_0003,"Sir John Bennet Lawes, Bart., D. C. L., Sc. D., F. R. S.",authored
rstb_1900_0003,"Sir J. Henry Gilbert, LL.D., Sc. D., F. R. S.",authored
rstb_1900_0004,"E. Waymouth Reid, F. R. S.",authored
rstb_1900_0005,J. Graham Kerr,authored
rstb_1900_0005,"Adam Sedgwick, F. R. S.",authored
rstb_1900_0006,"R. C. Punnett, B. A.,",authored
rstb_1900_0006,"Hans Gadow, F. R. S.",authored
rstb_1900_0007,"C. A. MacMunn, M.A., M.D.",authored
rstb_1900_0007,"Professor M. Foster, Sec. R. S.",authored
rstb_1900_0008,"Charles S. Tomes, M. A., F. R. S.",authored
rstb_1900_0009,"C. I. Forsyth Major, M. D., F. Z. S.",authored
rstb_1900_0009,"Henry Woodward, LL. D., F. R. S., Pres. Pal. S.",authored
rstb_1900_0010,"Maria Dawson, B. Sc.",authored
rstb_1900_0010,"Professor H. Marshall Ward, F. R. S.",authored
rstb_1900_0011,"Leonard Hill, M. B., F. R. S.",authored
rstb_1900_0011,Dr. Mott F. R. S.,authored
rstb_1900_0012,"Augustus D. Waller, M. D., F. R. S.",authored
rstb_1900_0013,"Joseph Shaw Bolton, B. Sc., M. D., B. S. (Lond.)",authored
rstb_1900_0013,"Dr. Mott, F. R. S.",authored
rstb_1900_0014,"Horace T. Brown, F. R. S., LL. D.",authored
rstb_1900_0014,"F. Escombe, B. Sc., F. L. S.",authored
rstb_1901_0001,"George Lindsay Johnson, M. D., F. R. C. S.",authored
rstb_1901_0001,"H. Gadow, F. R. S.",authored
rstb_1901_0002,"Walter Gardiner, M. A., F. R. S.",authored
rstb_1901_0002,"Arthur W. Hill, B. A.",authored
rstb_1901_0003,"Robert Kennedy, M. A., D. Sc., M. D.",authored
rstb_1901_0003,"Professor McKendrick, F. R. S.",authored
rstb_1901_0004,Elizabeth Dale,authored
rstb_1901_0004,"H. Marshall Ward, F. R. S.",authored
rstb_1901_0005,"Augustus D. Waller, M. D., F. R. S.",authored
rstb_1901_0006,"Bernard Dyer , D.Sc., F. I. C.",authored
rstb_1901_0006,"Sir J. Hendry Gilbert, F. R. S.",authored
rstb_1901_0007,"D. H. Scott, M. A., Ph. D., F. R. S., Hon.",authored
rstb_1901_0008,"W. T. Blanford, F. R. S.",authored
rstb_1901_0009,"F. W. Mott, M. D., F. R. S.",authored
rstb_1901_0009,"W. D. Halliburton, M. D., F. R. S.",authored
rstb_1901_0010,"B. T. P. Barker, B. A.",authored
rstb_1901_0010,"Professor Marshall Ward, F. R. S.",authored
rstb_1901_0011,"A. C. Seward, F. R. S.",authored
rstb_1901_0011,Elizabeth Dale,authored
rstb_1901_0012,"Wyndham R. Dunstan, M. A., F. R. S.",authored
rstb_1901_0012,"T. A. Henry, D. Sc. Lond.",authored
rstb_1903_0001,"C. J. Martin, M. B., D. Sc.",authored
rstb_1903_0001,"E. H. Starling, F. R. S.",authored
rstb_1903_0002,"J. Theodore Cash, M. D., F. R. S.",authored
rstb_1903_0002,"Wyndham R. Dunstan, M. A., F. R. S.",authored
