target,source,type
rspl_1877_0040,"W. D. Niven, M. A., F. R. A. S.",authored
rspl_1877_0040,"J. Clerk Maxwell, F. R. S.",authored
rspl_1877_0041,"Sir Joseph Hooker, C. B., K. C. S. I.",authored
rspl_1877_0042,"George Hoggan, M. B.",authored
rspl_1877_0042,"Frances Elizabeth Hoggan, M. D.",authored
rspl_1877_0042,"Dr. William Farr, F. R. S.",authored
rspl_1877_0043,"J. Hopkinson, D. Sc., M. A.",authored
rspl_1877_0043,"Professor G. G. Stokes, Sec. R. S.",authored
rspl_1877_0044,"J. Hopkinson, D. Sc. M. A.",authored
rspl_1877_0044,"Prof. Sir William Thomson, F. R. S.",authored
rspl_1877_0045,"R. B. Clifton, F. R. S.",authored
rspl_1877_0046,"F. W. Pavy, M. D., F. R. S.",authored
rspl_1877_0047,"Dr. Burdon Sanderson, F. R. S.",authored
rspl_1877_0047,Prof. Huxley,authored
rspl_1877_0048,"W. Spottiswoode, M. A., Treas. R. S.",authored
rspl_1877_0048,"Prof. Stokes, Sec. R. S.",authored
rspl_1877_0049,"Warren De La Rue, M. A., D. C. L., F. R. S.",authored
rspl_1877_0049,"Hugo W. M\#xFC;ller, Ph. D. F. R. S.",authored
rspl_1877_0050,"C. S. Schorlemmer, F. R. S.",authored
rspl_1877_0051,"Bevan Lewis, F. R. M. S.",authored
rspl_1877_0051,"Dr. Ferrier, F. R. S.",authored
rspl_1877_0052,"A. W. Reinold, M. A.",authored
rspl_1877_0052,"A. W. R\#xFC;cker, M. A.",authored
rspl_1877_0052,"R. B. Clifton, F. R. S.",authored
rspl_1877_0053,"F. W. Pavy, M. D., F. R. S.",authored
rspl_1877_0054,"J. Tyndall, D. C. L., LL. D., F. R. S.",authored
rspl_1877_0055,"Professor James Thomson, LL. D., D. Sc., F. R. S.",authored
rspl_1877_0056,"W. J. Russell, Ph. D., F. R. S",authored
rspl_1877_0056,"Nevil Story Maskelyne, F. R. S.",authored
rspl_1877_0057,"W. H. L. Russell, F. R. S.",authored
rspl_1877_0058,R. H. M. Bosanquet,authored
rspl_1877_0058,"Prof. Henry J. S. Smith, F. R. S.",authored
rspl_1877_0059,"H. C. Sorby, F. R. S.",authored
rspl_1877_0060,"G. G. Stokes, M. A., Sec. R. S.",authored
rspl_1877_0061,"Herbert Tomlinson, B. A.",authored
rspl_1877_0061,"Prof. W. G. Adams, F. R. S.",authored
rspl_1877_0062,"W. C. Williamson, F. R. S.",authored
rspl_1877_0063,"J. Burdon Sanderson, M. D., LL. D., F. R. S.",authored
rspl_1877_0066,"Sir G. B. Airy, K. C. B.",authored
rspl_1877_0067,"Professor Tyndall, LL. D., F. R. S.",authored
rspl_1877_0067,"Professor Huxley, Sec. R. S.",authored
rspl_1877_0068,"Arthur Downes, M. D., S. Sc. Cert. Cantab.",authored
rspl_1877_0068,"Thos. P. Blunt, M. A. (Oxon), F. C. S.",authored
rspl_1877_0068,"J. Marshall, F. R. S.",authored
rspl_1877_0069,"Charles Creighton, M. B.",authored
rspl_1877_0069,"Professor Humphry, F. R. S.",authored
rspl_1877_0070,"Edmund J. Mills, D. Sc., F. R. S.",authored
rspl_1877_0071,"R. Angus Smith, Ph. D., F. R. S.",authored
rspl_1877_0072,"E. J. Stone, M. A., F. R. S.",authored
rspl_1877_0073,"Warren De La Rue, M. A., D. C. L., F. R. S.",authored
rspl_1877_0073,"Hugo W. M\#xFC;ller, Ph. D., F. R. S.",authored
rspl_1877_0074,"Charles Tomlinson, F. R. S.",authored
rspl_1877_0075,"Rev. Samuel Haughton, M. D. Dubl., D. C. L. Oxon., F. R. S.",authored
rspl_1877_0076,"G. G. Stokes, M. A., Sec. R. S.",authored
rspl_1878_0001,"Rev. S. J. Perry, S. J., F. R. S.",authored
rspl_1878_0004,"J. J. Sylvester, M. A., LL. D., F. R. S.",authored
rspl_1878_0005,"W. K. Parker, F. R. S.",authored
rspl_1878_0006,Edward Albert Sch\#xE4;fer,authored
rspl_1878_0006,"W. Sharpey, M. D., LL. D., F. R. S.",authored
rspl_1878_0007,"Alexander Pedler, F. C. S.",authored
rspl_1878_0007,"Dr. Frankland, F. R. S.",authored
rspl_1878_0008,"William Crookes, F. R. S., V. P. C. S.",authored
rspl_1878_0009,"J. P. Joule, LL. D., F. R. S.",authored
rspl_1878_0010,"Bevan Lewis, F. R. M. S.",authored
rspl_1878_0010,"Henry Clarke, L. R. C. P. Lond.",authored
rspl_1878_0010,"D. Ferrier, M. A., M. D., F. R. S.",authored
rspl_1878_0011,"J. Norman Lockyer, F. R. S.",authored
rspl_1878_0012,"J. Norman Lockyer, F. R. S.",authored
rspl_1878_0013,"Sir B. C. Brodie, Bart., D. C. L., F. R. S.",authored
rspl_1878_0014,"E. Cresswell Baber, M. B. Lond.",authored
rspl_1878_0014,"Dr. Klein, F. R. S.",authored
rspl_1878_0015,"William Spottiswoode, M. A., LL. D., Treas. and V. P. R. S.",authored
rspl_1878_0016,"Professor J. C. Adams, M. A., F. R. S.",authored
rspl_1878_0017,"Sedley Taylor, M. A.",authored
rspl_1878_0017,"J. W. L. Glaisher, M. A., F. R. S.",authored
rspl_1878_0018,"G. M. Whipple, B. Sc.",authored
rspl_1878_0018,"Warren De La Rue, F. R. S.",authored
rspl_1878_0019,"Balfour Stewart, LL. D., F. R. S.",authored
rspl_1878_0020,"Professor J. C. Adams, M. A., F. R. S.",authored
rspl_1878_0021,"Arthur Gamgee, M. D., F. R. S.",authored
rspl_1878_0021,John Priestley,authored
rspl_1878_0022,"John Tyndall, F. R. S.",authored
rspl_1878_0023,"E. Klein, M. D., F. R. S.",authored
rspl_1878_0024,"J. Norman Lockyer, F. R. S.",authored
rspl_1878_0025,"Herbert Tomlinson, B. A.",authored
rspl_1878_0025,"Professor Stokes, Sec. Roy. Soc.",authored
rspl_1878_0026,"Dr. Maxwell Simpson, F. R. S.",authored
rspl_1878_0027,"Charles Tomlinson, F. R. S.",authored
rspl_1878_0028,Prof. Francesco Brioschi,authored
rspl_1878_0029,"W. H. L. Russell, F. R. S.",authored
rspl_1878_0030,"G. D. Liveing, M. A.",authored
rspl_1878_0030,"J. Dewar, M. A., F. R. S.",authored
rspl_1878_0031,John Priestley,authored
rspl_1878_0031,"Professor Arthur Gamgee, F. R. S.",authored
rspl_1878_0032,"Captain W. de W. Abney, R. E., F. R. S.",authored
rspl_1878_0033,"J. S. Lombard, M. D.",authored
rspl_1878_0033,"H. Charlton Bastian, M. D., F. R. S.",authored
rspl_1878_0034,"A. Cayley, F. R. S.",authored
rspl_1878_0035,"George H. Darwin, M. A.",authored
rspl_1878_0035,"J. W. L. Glaisher, M. A., F. R. S.",authored
rspl_1878_0036,"Staff Surgeon R. W. Coppinger, M. D.",authored
rspl_1878_0036,"Professor Tyndall, F. R. S.",authored
rspl_1878_0037,"Charles Tomlinson, F. R. S.",authored
rspl_1878_0038,W. E. Ayrton,authored
rspl_1878_0038,John Perry,authored
rspl_1878_0038,"Professor Sir. W. Thomson, F. R. S.",authored
rspl_1878_0039,W. E. Ayrton,authored
rspl_1878_0039,John Perry,authored
rspl_1878_0039,"Professor Sir W. Thomson, LL. D., F. R. S.",authored
rspl_1878_0040,"Dr. Tyndall, F. R. S.",authored
rspl_1878_0041,Gustav Bischof,authored
rspl_1878_0041,"E. Frankland, F. R. S.",authored
rspl_1878_0042,"B. Thompson Lowne, F. R. C. S.",authored
rspl_1878_0042,"Professor Flower, F. R. S.",authored
rspl_1878_0043,"J. E. H. Gordon, B. A. Camb.",authored
rspl_1878_0043,"Professor J. Clerk Maxwell, F. R. S.",authored
rspl_1878_0044,"William Turner, M. B. Lond., F. R. S.",authored
rspl_1878_0045,"G. Gore, LL. D., F. R. S.",authored
rspl_1878_0046,"J. N. Lockyer, F. R. S.",authored
rspl_1878_0047,"J. F. Bullar, B. A.",authored
rspl_1878_0047,"Dr. Michael Foster, F. R. S.",authored
rspl_1878_0048,"Rev. T. R. Robinson, D. D., F. R. S., \amp;c.",authored
rspl_1878_0049,"Charles Tomlinson, F. R. S.",authored
rspl_1878_0050,"Captain Abney, R. E., F. R. S.",authored
rspl_1878_0051,"William Marcet, M. D., F. R. S.",authored
rspl_1878_0052,"J. Clerk Maxwell, F. R. S.",authored
rspl_1878_0053,"J. N. Lockyer, F. R. S.",authored
rspl_1878_0054,"James John Bowrey, F. C. S., M. I. C.",authored
rspl_1878_0054,"Professor A. W. Williamson, Foreign Secretary of the Royal Society",authored
rspl_1878_0055,Rev. W. H. Dallinger,authored
rspl_1878_0055,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0056,"G. D. Liveing, M. A.",authored
rspl_1878_0056,"J. Dewar, M. A., F. R. S.",authored
rspl_1878_0057,"Professor James Dewar, F. R. S.",authored
rspl_1878_0058,"G. M. Whipple, B. Sc.",authored
rspl_1878_0058,"Robert H. Scott, M. A., F. R. S.",authored
rspl_1878_0059,Professor D. E. Hughes.,authored
rspl_1878_0059,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0060,"Herbert Watney, M. A., M. D. Cantab.",authored
rspl_1878_0060,"Dr. Klein, F. R. S.",authored
rspl_1878_0061,"W. K. Clifford, F. R. S.",authored
rspl_1878_0062,"Sir William Thomson, F. R. S",authored
rspl_1878_0063,"Warren De La Rue, D. C. L., F. R. S.",authored
rspl_1878_0063,"Hugo W. M\#xFC;ller, Ph. D., F. R. S.",authored
rspl_1878_0064,"I. Todhunter, F. R. S.",authored
rspl_1878_0065,"Arthur Schuster, Ph. D., F. R. A. S.",authored
rspl_1878_0065,"J. Clerk Maxwell, F. R. S.",authored
rspl_1878_0066,"Balfour Stewart, LL. D., F. R. S.",authored
rspl_1878_0067,"J. Norman Lockyer, F. R. S.",authored
rspl_1878_0068,"J. Burdon Sanderson, M. D., LL. D., F. R. S.",authored
rspl_1878_0068,"F. J. M. Page, B. Sc., F. C. S.",authored
rspl_1878_0069,"Alfred Sanders, M. R. C. S.",authored
rspl_1878_0069,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0070,"John Casey, LL. D., F. R. S., M. R. I. A.",authored
rspl_1878_0071,"George H. Darwin, M. A.",authored
rspl_1878_0071,"J. W. L. Glaisher, M. A., F. R. S.",authored
rspl_1878_0072,"Dr. Maxwell Simpson, F. R. S.",authored
rspl_1878_0073,"Henry E. Roscoe, F. R. S.",authored
rspl_1878_0074,"Thomas Davidson, F. R. S.",authored
rspl_1878_0075,"Sir William Thomson, F. R. S.",authored
rspl_1878_0076,"F. M. Balfour, M. A.",authored
rspl_1878_0076,"Adam Sedgwick, B. A.",authored
rspl_1878_0076,"Dr. M. Foster, F. R. S.",authored
rspl_1878_0077,"J. W. L. Glaisher, F. R. S.",authored
rspl_1878_0078,"Sir Joseph Hooker, K. C. S. I.",authored
rspl_1878_0079,"Rev. Samuel Haughton, M. D. Dubl., D. C. L. Oxon, F. R. S.",authored
rspl_1878_0080,"Captain Abney, R. E., F. R. S.",authored
rspl_1878_0081,A. Cayley,authored
rspl_1878_0082,"T. W. Bridge, B. A.",authored
rspl_1878_0082,"Professor Newton, F. R. S.",authored
rspl_1878_0083,"W. Percy Sladen, F. L. S., F. G. S.",authored
rspl_1878_0083,"Professor Duncan, F. R. S.",authored
rspl_1878_0084,"J. S. Lombard, M. D.",authored
rspl_1878_0084,"H. Charlton Bastian, M. D., F. R. S.,",authored
rspl_1878_0085,"T. Lauder Brunton, M. D., F. R. S.",authored
rspl_1878_0085,"Sir Joseph Fayrer, K. C. S. I., M. D., F. R. S.",authored
rspl_1878_0086,"J. Cossar Ewart, M.D. Edin.",authored
rspl_1878_0086,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0087,Patrick Geddes,authored
rspl_1878_0087,"J. Cossar Ewart, M. D. Edin.",authored
rspl_1878_0087,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0088,"Professor G. G. Stokes, M. A., Sec. R. S.",authored
rspl_1878_0089,"G. D. Liveing, M. A.",authored
rspl_1878_0089,"J. Dewar, M. A., F. R. S.",authored
rspl_1878_0090,"R. T. Glazebrook, B. A.",authored
rspl_1878_0090,"J. Clerk Maxwell, M. A., F. R. S.",authored
rspl_1878_0091,"G. Gore, LL. D., F. R. S.",authored
rspl_1878_0092,"Edward L. Moss, M. D., R. N., late of H. M. S.",authored
rspl_1878_0092,"Sir George Nares, Captain, R. N., K. C. B., F. R. S.",authored
rspl_1878_0093,"J. H. Poynting, B. A.",authored
rspl_1878_0093,"Professor B. Stewart, F. R. S.",authored
rspl_1878_0095,"William Crookes, F. R. S., V. P. C. S.",authored
rspl_1878_0096,"Sir Joseph Hooker, C. B., K. C. S. I.",authored
rspl_1878_0098,"William Crookes, F. R. S., V. P. C. S.",authored
rspl_1878_0099,"Sir William Thomson, LL. D., F. R. S.",authored
rspl_1878_0100,"James Thomson, LL. D., D. Sc., F. R. S., and F. R. S. E.",authored
rspl_1878_0101,Professors W. E. Ayrton,authored
rspl_1878_0101,John Perry,authored
rspl_1878_0101,"William Spottiswoode, Esq., M. A., Treas. R. S., \amp;c., \amp;c.",authored
rspl_1878_0102,"J. Hopkinson, D. Sc., F. R. S.",authored
rspl_1878_0103,"Rev. Samuel Haughton, M. D., F. R. S.",authored
rspl_1878_0104,"J. E. H. Gordon, B. A. Camb.",authored
rspl_1878_0104,"Professor J. Clerk Maxwell, F. R. S.",authored
rspl_1878_0105,"J. N. Lockyer, F. R. S.",authored
rspl_1878_0106,"Hon. Sir W. R. Grove, D. C. L., V. P. R. S.",authored
rspl_1878_0107,"George H. Darwin, M. A.",authored
rspl_1878_0107,"J. W. L. Glaisher, F. R. S.",authored
rspl_1878_0108,"G. H. Darwin, M. A.",authored
rspl_1878_0108,"J. W. L. Glaisher, F. R. S.",authored
rspl_1878_0109,"Arthur Downes, M. D.",authored
rspl_1878_0109,"Thomas P. Blunt, M. A., Oxon",authored
rspl_1878_0109,"J. Marshall, F. R. S.",authored
rspl_1878_0110,"John Tyndall, D. C. L., F. R. S.",authored
rspl_1878_0111,"W. K. Parker, F. R. S.",authored
rspl_1878_0112,"Sydney H. Vines, B. A., B. Sc., F. L. S.",authored
rspl_1878_0112,Dr. Michael Foster.,authored
rspl_1878_0113,Dr. Constantin Baron Ettingshausen,authored
rspl_1878_0113,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0114,"W. N. Hartley, F. Inst. Chem., F.R.S.E., F. C. S.",authored
rspl_1878_0114,A. K. Huntington.,authored
rspl_1878_0114,"Professor G. G. Stokes, Sec. R. S.",authored
rspl_1878_0115,"George Francis Fitzgerald, M. A.",authored
rspl_1878_0115,"G. J. Stoney, M. A., F. R. S",authored
rspl_1878_0116,"E. Frankland, D. C. L., F. R. S.",authored
rspl_1878_0117,"Balfour Stewart, F. R. S.",authored
rspl_1878_0117,"William Dodgson, Esq.",authored
rspl_1878_0118,"Sir John Conroy, Bart., M. A.",authored
rspl_1878_0118,"Professor G. G. Stokes, Sec. R. S.",authored
rspl_1878_0119,"George Thin, M. D.",authored
rspl_1878_0119,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0120,"George Thin, M. D.",authored
rspl_1878_0120,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0121,"F. W. Pavy, M. D., F. R. S.",authored
rspl_1878_0122,"William Miller Ord, M. D., F. L. S.",authored
rspl_1878_0122,"J. Simon, C. B., D. C. L., F. R. S",authored
rspl_1878_0123,"George J. Romanes, M. A., F. L. S.",authored
rspl_1878_0123,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0124,"Edmund J. Mills, D. Sc., F. R. S.",authored
rspl_1878_0124,"T. U. Walton, B. Sc.",authored
rspl_1878_0125,"Edmund J. Mills, D. Sc., F. R. S.",authored
rspl_1878_0125,James Hogarth,authored
rspl_1878_0126,"Edmund J. Mills, D. Sc, F. R. S.",authored
rspl_1878_0126,James Hogarth.,authored
rspl_1878_0127,"J. B. Hannay, F. R. S. E., F. C. S.",authored
rspl_1878_0127,"H. E. Roscoe, LL. D., F. R. S.",authored
rspl_1878_0128,"T. Mellard Reade, C. E., F. G. S., F. R. I. B. A.",authored
rspl_1878_0128,"A. C. Ramsay, D. C. L., F. R. S.",authored
rspl_1878_0129,"J. Norman Lockyer, F. R. S.",authored
rspl_1878_0130,G. F. Rodwell,authored
rspl_1878_0130,H. M. Elder.,authored
rspl_1878_0130,"Professor Tyndall, F. R. S.,",authored
rspl_1878_0131,"Balfour Stewart, F. R. S.",authored
rspl_1878_0131,Morisabro Hiraoka.,authored
rspl_1878_0132,"Herbert McLeod, F. C .S",authored
rspl_1878_0132,"George Sydenham Clarke, Lieut. R. E.",authored
rspl_1878_0132,"Lord Rayleigh, F. R. S.",authored
rspl_1878_0133,"C. William Siemens, D. C. L., F. R. S.",authored
rspl_1878_0134,"Osborne Reynolds, F. R. S.",authored
rspl_1878_0135,"R. Angus Smith, Ph. D., F. R. S.",authored
rspl_1878_0136,"A. Milnes Marshall, M. A., D. Sc.",authored
rspl_1878_0136,"W. S. Savory, F. R. S.",authored
rspl_1878_0137,"Professor W. K. Parker, F. R. S.",authored
rspl_1878_0138,"J. E. H. Gordon, B. A.",authored
rspl_1878_0138,"Professor Tyndall, F. R. S.",authored
rspl_1878_0139,"William Crookes, F. R. S.",authored
rspl_1878_0140,"G. D. Liveing, M. A.",authored
rspl_1878_0140,"J. Dewar, M. A., F. R. S.",authored
rspl_1878_0141,William Henry Preece,authored
rspl_1878_0141,Augustus Stroh,authored
rspl_1878_0141,President,authored
rspl_1878_0142,"G. D. Liveing, M. A.",authored
rspl_1878_0142,"J. Dewar, M. A., F. R. S.",authored
rspl_1878_0143,"James Ward, M. A.",authored
rspl_1878_0143,"Michael Foster, M. D., F. R. S.",authored
rspl_1878_0144,"P. Herbert Carpenter, M. A.",authored
rspl_1878_0144,"Sir Wyville Thomson, F. R. S.",authored
rspl_1878_0145,"Professor Huxley, Sec. R. S.",authored
rspl_1878_0146,"Lord Rayleigh, F. R. S.",authored
rspl_1878_0147,W. Galloway,authored
rspl_1878_0147,"Robert H. Scott, F. R. S.",authored
rspl_1878_0148,Professors W. E. Ayrton,authored
rspl_1878_0148,John Perry,authored
rspl_1878_0148,"Dr. C. W. Siemens, F. R. S.",authored
rspl_1878_0149,"J. Norman Lockyer, F. R. S.",authored
rspl_1878_0150,"J. Norman Lockyer, F. R. S.",authored
rspl_1878_0151,"J. Norman Lockyer, F. R. S.",authored
rspl_1878_0152,"W. C. Williamson, F. R. S.",authored
rspl_1878_0153,P. Geddes,authored
rspl_1878_0153,"J. Burdon Sanderson, M. D., F. R. S.",authored
rspl_1878_0154,J. T. Bottomley,authored
rspl_1878_0154,"Professor Sir William Thomson, LL. D., F. R. S.",authored
rspl_1878_0155,George Matthey,authored
rspl_1878_0155,"F. A. Abel, C. B., F. R. S.",authored
rspl_1878_0156,"G. D. Liveing, M. A.",authored
rspl_1878_0156,"J. Dewar, M. A., F. R. S.",authored
rspl_1878_0157,"G. D. Liveing, M. A.",authored
rspl_1878_0157,"J. Dewar, M. A., F. R. S.",authored
rspl_1878_0158,"William Crookes, F. R. S.",authored
rspl_1878_0159,"G. D. Liveing, M. A.",authored
rspl_1878_0159,"J. Dewar, M. A., F. R. S.",authored
rspl_1878_0160,"Henry Trentham Butlin, F. R. C. S.",authored
rspl_1878_0160,"J. Burdon Sanderson, F. R. S.",authored
rspl_1878_0161,"J. Braxton Hicks, M. D., F. R. S.",authored
rspl_1878_0162,"J. Braxton Hicks, M. D., F. R. S., F. L. S., \amp;c.",authored
rspl_1878_0163,"William Marcet, M. D., F. R. S.",authored
rspl_1878_0164,"F. W . Pavy, M. D., F. R. S.",authored
rspl_1878_0176,"Rev. Samuel Haughton, M.D. Dublin, D.C.L., Oxon, F. R. S.",authored
rspl_1879_0001,"T. E. Thorpe, Ph. D., F. R. S.",authored
rspl_1879_0003,"W. D. Niven, M. A.",authored
rspl_1879_0003,"J. W. L. Glaisher, M. A., F. R. S.",authored
rspl_1879_0004,"Joseph Prestwich, M. A., F. R. S., F. G. S., \amp;c.",authored
rspl_1879_0006,"William Spottiswoode, P. R. S.",authored
rspl_1879_0006,S. Fletcher Moulton,authored
rspl_1879_0007,"Charles Tomlinson, F. R. S.",authored
rspl_1879_0008,"Staff-Commander E. W. Creak, R. N.",authored
rspl_1879_0008,"Captain F. J. O. Evans, C. B., F. R. S.",authored
rspl_1879_0009,"William Ellis, F. R. A. S.",authored
rspl_1879_0009,"Sir George Airy, K. C. B., F. R. S.",authored
rspl_1879_0010,"J. Norman Lockyer, F. R. S.",authored
rspl_1879_0011,Mons. A. Cornu,authored
rspl_1879_0011,President,authored
rspl_1879_0012,Professor D. E. Hughes.,authored
rspl_1879_0012,"Professor Huxley, Sec. R. S.",authored
rspl_1879_0013,"Benjamin Ward Richardson, M. D., LL. D., F. R. S.",authored
rspl_1879_0014,"Benjamin Ward Richardson, M. D., LL. D., F. R. S.",authored
rspl_1879_0015,"Lord Rayleigh, F. R. S.",authored
rspl_1879_0016,"C. Niven, M. A.",authored
rspl_1879_0016,"J. W. L. Glaisher, F. R. S.",authored
rspl_1879_0017,"Richard C. Shettle, M. D.",authored
rspl_1879_0017,"Dr. Royston-Pigott, F. R. S.",authored
rspl_1879_0018,"Balfour Stewart, F. R. S.",authored
rspl_1879_0018,William Dodgson,authored
rspl_1879_0019,"Captain Noble, late R. A., F. R. S., F. R. A. S., F. C. S.",authored
rspl_1879_0019,"F. A. Abel, C. B., F. R. S., V. P. C. S.",authored
rspl_1879_0020,"J. Norman Lockyer, F. R. S.",authored
rspl_1879_0021,"Professor Arthur Gamgee, M. D., F. R. S.",authored
rspl_1879_0021,"Ernst Blankenhorn, Ph. D.",authored
rspl_1879_0023,"William Roberts, M. D., F. R. S.",authored
rspl_1879_0024,A. Mallock,authored
rspl_1879_0024,"Lord Rayleigh, F. R. S.",authored
rspl_1879_0025,"W. M. Hicks, M. A.",authored
rspl_1879_0025,"Professor J. Clerk Maxwell, F. R. S.",authored
rspl_1879_0026,"G. W. Royston-Pigott, M. A., M. D. Cantab., F. R. S.",authored
rspl_1879_0027,"G. D. Liveing, M. A.",authored
rspl_1879_0027,"J. Dewar, M. A., F. R. S.",authored
rspl_1879_0028,"G. H. Darwin, M. A.",authored
rspl_1879_0028,"J. W. L. Glaisher, M. A., F. R. S.",authored
rspl_1879_0029,"Edmund J. Mills, D. Sc., F. R. S.",authored
rspl_1879_0029,J. J. Smith,authored
rspl_1879_0030,"James Dewar, M. A., F. R. S.",authored
rspl_1879_0031,"Captain Abney, R. E., F. R. S.",authored
rspl_1879_0032,"Thomas Carnelley, D. Sc.",authored
rspl_1879_0032,"Professor H. E. Roscoe, F. R. S.",authored
rspl_1879_0033,"J. W. L. Glaisher, M. A., F. R. S.",authored
rspl_1879_0034,"C. Handfield Jones, M. B. Cantab, F. R. S.",authored
rspl_1879_0035,"E. Roberts, F. R. A. S.",authored
rspl_1879_0035,"G. G. Stokes, M. A., D. C. L., Sec. R. S.",authored
rspl_1879_0036,"R. T. Glazebrook, M. A.",authored
rspl_1879_0036,"J. Clerk Maxwell., M. A., F. R. S.",authored
rspl_1879_0037,"Professor James Dewar, M. A., F. R. S.",authored
rspl_1879_0037,"Alexander Scott, B. A.",authored
rspl_1879_0038,"Gerrard Ansdell, F. C. S.",authored
rspl_1879_0038,"J. Dewar, F. R. S.",authored
rspl_1879_0039,"Professor W. King, Sc. D.",authored
rspl_1879_0039,"T. H. Rowney, Ph. D.",authored
rspl_1879_0040,"Arthur Downes, M. D.",authored
rspl_1879_0040,"Thomas P. Blunt, M. A. Oxon.",authored
rspl_1879_0040,"Professor Huxley, Sec. R. S.",authored
rspl_1879_0041,"J. T. Bottomley, M. A., F. R. S. E.",authored
rspl_1879_0041,"Sir W. Thomson, F. R. S.",authored
rspl_1879_0042,"William Marcet, M. D., F. R. S.",authored
rspl_1879_0043,"J. B. Lawes, LL. D., F. R. S., F. C. S.",authored
rspl_1879_0043,"J. H. Gilbert, Ph. D., F. R. S., F. C. S., F. L. S.",authored
rspl_1879_0044,"Bevan Lewis, L. R. C. P. Lond.",authored
rspl_1879_0044,"Dr. Ferrier, F. R. S.",authored
rspl_1879_0045,"William M. Ord, M. D. Lond., F. L. S.",authored
rspl_1879_0045,"J. Simon, C. B., D. C. L., F. R. S.",authored
rspl_1879_0046,"J. Norman Lockyer, F. R. S.",authored
rspl_1879_0047,"J. Norman Lockyer, F. R. S.",authored
rspl_1879_0048,"F. W. Pavy, M. D., F. R. S.",authored
rspl_1879_0049,"Warren De La Rue, M. A., D. C. L., F. R. S.",authored
rspl_1879_0049,"Hugo M\#xFC;ller, Ph. D., F. R. S.",authored
rspl_1879_0050,"W. N. Hartley, F. R. S. E., \amp;c.",authored
